ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
114144,GAN,129,41.9242,25.5647,192.67,2014-01-20,18:29,2014-01-20,16:29,1,,,"over 1/2 of sky","Orion","","","Bulgaria"
114145,GAN,130,41.9283,25.5431,233.46,2014-01-20,19:07,2014-01-20,17:07,5,,,"clear","Orion","","","Bulgaria"
114146,GAN,131,41.9401,25.5419,220.18,2014-01-20,19:21,2014-01-20,17:21,4,,,"1/4 of sky","Orion","","","Bulgaria"
114147,GAN,132,41.9277,25.5445,234.68,2014-01-20,19:18,2014-01-20,17:18,3,,,"clear","Orion","","","Bulgaria"
114148,GAN,133,58.9395,23.5631,5.91,2014-01-20,19:17,2014-01-20,17:17,4,,,"clear","Orion","","","Estonia"
114149,GAN,134,41.1397,22.5096,56.97,2014-01-20,19:55,2014-01-20,18:55,3,,,"over 1/2 of sky","Orion","","","Macedonia (FYROM)"
114150,GAN,135,62.2578,26.2569,90,2014-01-20,20:33,2014-01-20,18:33,-9999,,,"over 1/2 of sky","Orion","Clouds all over the sky :(","Country side, few lights on the road over 500m.","Finland"
114151,GAN,136,52.2329,21.2252,104.63,2014-01-20,00:00,2014-01-19,23:00,-9999,,,"over 1/2 of sky","Orion","","","Poland"
114152,GAN,137,52.222,21.2321,100.71,2014-01-20,20:05,2014-01-20,19:05,-9999,,,"over 1/2 of sky","Orion","cloudy weather","","Poland"
114153,SQM,139,39.0156,-8.47185,100,2014-01-20,19:17,2014-01-20,19:17,3,20.36,,"1/2 of sky","Orion","","","Portugal"
114154,GAN,140,46.1893,21.336,107,2014-01-20,20:49,2014-01-20,18:49,-9999,,,"over 1/2 of sky","Orion","The sky is cloudy more than 1/2","I'm student at Fine Arts ""Sabin Dragoi"" Arad.  I'm  at home in the garden, in my right at a distance of about 15 meters, there is a bulb ,  in front  but at a distance of about 25 meters  is a another bulb. The light does not bother me.All is well,and I can do the work without any problem","Romania"
114155,GAN,141,41.1442,22.5031,61,2014-01-20,20:31,2014-01-20,19:31,1,,,"1/4 of sky","Orion","clouds","","Macedonia (FYROM)"
114156,GAN,142,28.0641,-14.3581,98,2014-01-20,19:52,2014-01-20,19:52,2,,,"1/2 of sky","Orion","","Zona suburbana  farolas y focos halgenos","Spain"
114157,GAN,143,41.9321,25.5393,196.02,2014-01-20,22:04,2014-01-20,20:04,3,,,"clear","Orion","","","Bulgaria"
114158,GAN,144,41.3312,22.4339,86.84,2014-01-20,21:12,2014-01-20,20:12,-9999,,,"over 1/2 of sky","Orion","","","Macedonia (FYROM)"
114159,GAN,145,41.1489,22.4939,64.31,2014-01-20,21:11,2014-01-20,20:11,1,,,"over 1/2 of sky","Orion","Cloudy , ready to rain.","Urban location , illuminated","Macedonia (FYROM)"
114160,GAN,146,52.2425,21.1022,84.32,2014-01-20,21:20,2014-01-20,20:20,1,,,"1/2 of sky","Orion","","Obszar miejski, 6 latarni oraz podwietlona reklama","Poland"
114161,GAN,147,41.1397,22.5111,55.97,2014-01-20,21:53,2014-01-20,20:53,-9999,,,"over 1/2 of sky","Orion","Clouds , dark rainy","Urban, a lot of street lights , illuminated town .","Macedonia (FYROM)"
114162,GAN,148,41.1418,22.547,51.11,2014-01-20,21:47,2014-01-20,20:47,-9999,,,"over 1/2 of sky","Orion","cloudy,more than 1/2 of the sky","","Macedonia (FYROM)"
114163,GAN,149,52.2178,21.1056,83.87,2014-01-20,22:20,2014-01-20,21:20,-9999,,,"over 1/2 of sky","Orion","","Urban location, many lights, cannot see any stars","Poland"
114164,GAN,150,52.2343,21.1032,84.09,2014-01-20,21:30,2014-01-20,20:30,-9999,,,"over 1/2 of sky","Orion","clouds - Cirrus, 100m from the lighthouse","buildings","Poland"
114165,GAN,151,39.5797,-0.520056,107.93,2014-01-20,23:09,2014-01-20,22:09,4,,,"clear","Orion","","Zona suburbana relativamente oscura, salvo luz de centros comerciales cercanos","Spain"
114166,GAN,152,52.2249,21.212,100.9,2014-01-20,23:12,2014-01-20,22:12,-9999,,,"over 1/2 of sky","Orion","very cloudy, you can't see  stars","location suburban, near forest, snow cover","Poland"
114167,GAN,153,52.6097,-1.12393,82.25,2014-01-20,22:35,2014-01-20,22:35,3,,,"clear","Orion","Light mist","Suburban","United Kingdom"
114168,GAN,154,48.9426,20.5647,452.48,2014-01-20,23:36,2014-01-20,22:36,-9999,,,"over 1/2 of sky","Orion","","","Slovakia"
114169,GAN,155,52.2291,21.0982,82.69,2014-01-20,22:00,2014-01-20,21:00,-9999,,,"over 1/2 of sky","Orion","no haze,clouds everywhere,no stars in the sky","not much streetlights,urban place,high buildings","Poland"
114170,GAN,156,-31.7662,-52.3605,11.06,2014-01-20,21:50,2014-01-20,23:50,4,,,"clear","Orion","","Urban Zone.","Brazil"
114171,GAN,157,18.4418,-66.9351,160.96,2014-01-20,20:07,2014-01-21,00:07,3,,,"clear","Orion","Completely clear","Rural area with 3 streetlights near, more than 8 houses close to the area, and 4 houses, of the closest ones, were with their outside lights on.","Puerto Rico"
114172,GAN,159,28.6868,-81.5133,43.14,2014-01-20,19:13,2014-01-21,00:13,3,,,"1/2 of sky","Orion","","","United States - Florida"
114173,GAN,161,18.3692,-66.166,20.56,2014-01-20,21:32,2014-01-21,01:32,4,,,"clear","Orion","","","Puerto Rico"
114174,GAN,162,34.911,-82.0501,224.79,2014-01-20,19:31,2014-01-21,00:31,4,,,"clear","Orion","Sky glow from north","Lots of trees at edge of neighborhood, several houses with outside-garage lights on.","United States - South Carolina"
114175,GAN,163,35.4396,-77.4728,14.32,2014-01-20,19:44,2014-01-21,00:44,4,,,"clear","Orion","Crisp, clear night  Beautiful viewing","Rural area, few houses, edge of nature area","United States - North Carolina"
114176,GAN,164,10.0725,-69.3008,547.52,2014-01-20,20:09,2014-01-21,00:39,3,,,"clear","Orion","the sky is clear and no presence of haze","The observation site is an urban zone. Near the east of the city of Barquisimeto, Venezuela.","Venezuela"
114177,GAN,165,35.4517,-76.9757,0.54,2014-01-20,20:48,2014-01-21,01:48,4,,,"clear","Orion","","","United States - North Carolina"
114178,GAN,166,18.4632,-66.9432,151.81,2014-01-20,21:48,2014-01-21,01:48,3,,,"1/4 of sky","Orion","","","Puerto Rico"
114179,GAN,167,-32.9518,-60.654,32.48,2014-01-20,22:49,2014-01-21,01:49,4,,,"clear","Orion","","","Argentina"
114180,GAN,168,-31.743,-52.3414,16.25,2014-01-20,22:00,2014-01-21,00:00,2,,,"1/4 of sky","Orion","Pouca neblina","Urbano, pouca iluminao e pouca nebulosidade","Brazil"
114181,GAN,169,35.2294,-97.4782,356.27,2014-01-20,19:57,2014-01-21,01:57,2,,,"clear","Orion","","Rual residential area.  Some street lighting.  Clear sky,   8-10 mph wind,  55 F","United States - Oklahoma"
114182,GAN,170,39.173,-85.9642,198.1,2014-01-20,21:05,2014-01-21,02:05,-9999,,,"over 1/2 of sky","Orion","100% overcast :(","","United States - Indiana"
114183,GAN,172,32.2364,-110.924,752.78,2014-01-20,19:27,2014-01-21,02:27,4,,,"clear","Orion","MR. Ruddick's 7th period science class","","United States - Arizona"
114184,SQM,173,32.2282,-110.805,805.47,2014-01-20,19:22,2014-01-21,02:22,3,18,5361,"clear","Orion","No clouds","","United States - Arizona"
114185,GAN,174,42.4785,-70.9315,11.57,2014-01-20,21:30,2014-01-21,02:30,3,,,"1/4 of sky","Orion","Clouds moving north east","City street","United States - Massachusetts"
114186,GAN,176,42.3418,-72.5884,39.81,2014-01-20,20:54,2014-01-21,01:54,4,,,"1/4 of sky","Orion","Maybe 1/4 of sky with clouds. The clouds were to the right of Orion, not on the constellation.","Suburban parking lot with 12 brights lights. Went to darkest corner of lot.","United States - Massachusetts"
114187,GAN,177,35.4724,-77.4415,20.21,2014-01-20,21:35,2014-01-21,02:35,3,,,"clear","Orion","","I dimly lit street light near my property.","United States - North Carolina"
114188,GAN,178,35.3402,-97.5169,375.58,2014-01-20,20:36,2014-01-21,02:36,3,,,"1/4 of sky","Orion","Mostly clear. Lots of sky glow.","Neighborhood. Lots of street lights and neighbor keeps a flood light turned on that lights up my back yard.","United States - Oklahoma"
114189,GAN,179,33.6758,-84.2656,244.81,2014-01-20,21:33,2014-01-21,02:33,3,,,"clear","Orion","","","United States - Georgia"
114190,GAN,180,16.6362,-61.875,0,2014-01-20,22:41,2014-01-20,22:41,5,,,"clear","Orion","","",""
114191,GAN,181,32.5788,-96.9274,235.61,2014-01-20,20:47,2014-01-21,02:47,3,,,"clear","Orion","","","United States - Texas"
114192,GAN,182,51.6145,-3.15534,131.64,2014-01-21,22:00,2014-01-21,22:00,3,,,"1/4 of sky","Orion","Foggy","","United Kingdom"
114193,GAN,183,18.425,-66.922,197.76,2014-01-20,22:54,2014-01-21,02:54,5,,,"clear","Orion","","","Puerto Rico"
114194,GAN,184,31.564,-110.301,1399.57,2014-01-20,19:58,2014-01-21,02:58,3,,,"clear","Orion","","","United States - Arizona"
114195,SQM,185,32.2362,-110.924,752.64,2014-01-20,19:58,2014-01-21,02:58,3,18.39,5443,"clear","Orion","","","United States - Arizona"
114196,GAN,186,33.7951,-116.462,96.41,2014-01-20,18:49,2014-01-21,02:49,3,,,"clear","Orion","clear, 59deg, 47%hum, 30.29in rising","suburban, street lights, lighted palm trees","United States - California"
114197,SQM,187,32.2355,-110.924,752.66,2014-01-20,20:06,2014-01-21,03:06,3,18.2,,"clear","Orion","","Urban","United States - Arizona"
114198,GAN,188,41.6511,-91.5081,209.85,2014-01-20,20:57,2014-01-21,02:57,-9999,,,"over 1/2 of sky","Orion","Snow falling and low visibility - sky is gray - no stars visiible","urban-outlying neighborhood, one street light, fresh snow cover and snow falling","United States - Iowa"
114199,SQM,189,32.2355,-110.924,752.66,2014-01-20,20:09,2014-01-21,03:09,2,18.31,,"clear","Orion","","","United States - Arizona"
114200,SQM,190,32.2337,-110.932,755.37,2014-01-20,20:07,2014-01-21,03:07,2,18.45,5487,"clear","Orion","","","United States - Arizona"
114201,GAN,191,32.2356,-110.919,755.02,2014-01-20,19:58,2014-01-21,02:58,3,,,"clear","Orion","","","United States - Arizona"
114202,SQM,192,32.2351,-110.928,756.14,2014-01-20,20:12,2014-01-21,03:12,3,18.37,5482,"clear","Orion","Clear","Tucson Frominoes","United States - Arizona"
114203,GAN,193,33.7536,-84.0398,254.02,2014-01-20,22:14,2014-01-21,03:14,4,,,"clear","Orion","Clear.  Minimal haze.  40 degrees F.","Adjacent neighborhood street lights and porch lights, approx. 300 feet away.","United States - Georgia"
114204,GAN,194,29.4635,-98.5254,221.82,2014-01-20,21:09,2014-01-21,03:09,3,,,"clear","Orion","","","United States - Texas"
114205,GAN,196,32.2666,-110.89,737.08,2014-01-20,20:30,2014-01-21,03:30,4,,,"clear","Orion","Clear in all directions from horizon to horizon.","Suburban site in a grassy open space within an apartment complex.  A few porch lights and wallpacks in the vicinity but took care to avoid light spillage into the camera.  Stood in the shadow of a building to make the measurement (but with an unobstructed view overhead).","United States - Arizona"
114206,GAN,197,32.2086,-110.902,771.91,2014-01-20,20:37,2014-01-21,03:37,3,,,"clear","Orion","Mrs. Sutton science & CORE classes BAS","Neighbors have outdoor lights, near major street and shopping areas.","United States - Arizona"
114207,SQM,198,35.5452,-97.3012,359.4,2014-01-20,21:07,2014-01-21,03:07,5,19.4,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114208,GAN,199,18.2947,-66.8771,323.08,2014-01-20,23:34,2014-01-21,03:34,5,,,"clear","Orion","","","Puerto Rico"
114209,SQM,200,35.5473,-97.3084,363.86,2014-01-20,21:02,2014-01-21,03:02,5,19.37,2278,"clear","Orion","","Suburban. New street with no street lights or houses yet.","United States - Oklahoma"
114210,SQM,201,35.559,-97.3001,351.46,2014-01-20,20:57,2014-01-21,02:57,5,19.37,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114211,SQM,202,32.2326,-111.025,745.13,2014-01-20,20:51,2014-01-21,03:51,5,19.56,5358,"clear","Orion","Clear","Suburban","United States - Arizona"
114212,SQM,203,35.5659,-97.3019,350.67,2014-01-20,20:55,2014-01-21,02:55,2,15.96,2278,"clear","Orion","","Suburban. 4 parking lot lights.","United States - Oklahoma"
114213,SQM,204,35.5656,-97.286,339.2,2014-01-20,20:51,2014-01-21,02:51,3,16.82,2278,"clear","Orion","","Jones city hall. New acorn street lights were put in.","United States - Oklahoma"
114214,SQM,205,35.5655,-97.28,335.49,2014-01-20,20:50,2014-01-21,02:50,4,17.87,2278,"clear","Orion","","Suburban. Jones park. More lighting has been added.","United States - Oklahoma"
114215,SQM,206,35.5155,-97.2652,346.58,2014-01-20,20:42,2014-01-21,02:42,5,18.74,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114216,SQM,207,35.4953,-97.2648,344.85,2014-01-20,20:38,2014-01-21,02:38,2,15.92,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114217,SQM,208,35.4938,-97.2793,341.56,2014-01-20,20:30,2014-01-21,02:30,2,16.27,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114218,GAN,209,32.2773,-110.957,714.48,2014-01-20,21:10,2014-01-21,04:10,4,,,"clear","Orion","Light dome from commercial development approx 2 mi NW. Overall light haze from city lights.  Mag 4 is observable using indirect vision.","North central area of city, two shielded streetlights nearby, several unshielded porch lights within 100'.  Residential area, suburban density.  Observer 56 y.o. male","United States - Arizona"
114219,GAN,210,53.5563,-113.572,673,2014-01-20,21:17,2014-01-21,04:17,3,,,"clear","Orion","","Urban Edmonton.","Canada"
114220,SQM,211,35.4907,-97.323,372.34,2014-01-20,19:40,2014-01-21,01:40,3,17.38,2278,"clear","Orion","","Suburban","United States - Oklahoma"
114221,GAN,212,35.4282,-77.9329,40.2,2014-01-20,20:30,2014-01-21,01:30,3,,,"1/4 of sky","Orion","Some clouds overhead","Several neighbors have spotlights on in their yards.","United States - North Carolina"
114222,GAN,214,40.6115,-105.077,1520.3,2014-01-20,22:16,2014-01-21,05:16,3,,,"clear","Orion","no haze;  no clouds;  absolutely clear.","area: urban  lights: 3 porch; 5 street   structures: shed; fence; hotel building; gas station; house.","United States - Colorado"
114223,GAN,215,37.3646,-122.004,25.03,2014-01-20,22:00,2014-01-21,06:00,4,,,"clear","Orion","Clear.","Suburban location.  No street lights were visible from my backyard due to trees blocking the light.","United States - California"
114224,SQM,216,48.4954,-2.74235,93.31,2014-01-20,20:45,2014-01-20,19:45,4,19.45,2491,"clear","Orion","Wind SWW moderate 11  9.5 Km/h Humidity 91 %. 1014.5 hpa at 21h Temperature 10 degre C","In Major city Ambient Light, in a park, major sources occulted by trees.","France"
114225,SQM,217,48.5129,-2.75654,87,2014-01-20,21:00,2014-01-20,20:00,3,18.55,2491,"clear","Orion","Wind SWW moderate 11  9.5 Km/h Humidity 91 %. 1014.5 hpa at 21h Temperature 10 degre C","Urban sky. In a park. Many bad luminaries","France"
114228,SQM,220,48.5057,-2.75894,82.92,2014-01-20,21:20,2014-01-20,20:20,3,18.9,2491,"clear","Orion","Wind SWW moderate 11  9.5 Km/h Humidity 90 %. 1014.5, some stratus,  hpa at 21h Temperature 6.5 degre C","Urban sky some old luminaries cut off White HPS lamps.","France"
114229,SQM,221,48.4881,-2.75169,106.17,2014-01-20,21:42,2014-01-20,20:42,3,17.65,2491,"clear","Orion","Wind SWW moderate 10  9.5 Km/h Humidity 90 %. 1014.5  hpa at 21h Temperature 6 degre C","In front funeral center. Glare by lighting of Hospital parking, and bus depot","France"
114230,SQM,222,48.4803,-2.74843,136.37,2014-01-20,21:52,2014-01-20,20:52,5,20.15,2491,"clear","Orion","Wind SWW moderate 10  9.5 Km/h Humidity 89 %. 1014.0  hpa at 21h Temperature 5.5 degre C","Suburban Sky on North and many residential area (Some good luminaries)","France"
114231,SQM,223,48.483,-2.73094,113.11,2014-01-20,22:00,2014-01-20,21:00,4,20.05,2491,"clear","Orion","Wind SWW moderate 9.5 Km/h Humidity 89 %. 1014.2  hpa at 22h Temperature 5 degre C","Suburban near cemetery. New buildings enlightened or not","France"
114233,SQM,225,48.4905,-2.72904,102,2014-01-20,22:20,2014-01-20,21:20,3,19.75,2491,"clear","Orion","Wind SWW moderate 9.5 Km/h Humidity 88 %. 1014.4  hpa at 22h Temperature 4.5 degre C","In a park, major sources occulted by trees. Sly glow of cuties and commercials area on N-E and N-W","France"
114236,GAN,228,41.1441,22.501,62.54,2014-01-20,21:00,2014-01-20,20:00,-9999,,,"over 1/2 of sky","Orion","","urban location","Macedonia (FYROM)"
114237,GAN,229,49.2612,-123.114,40.42,2014-01-21,23:00,2014-01-22,07:00,4,,,"1/4 of sky","Orion","Mostly clear, few high altitude clouds","","Canada"
114238,GAN,230,34.7336,135.25,201.51,2014-01-21,18:27,2014-01-21,09:27,2,,,"1/4 of sky","Orion","","","Japan"
114239,GAN,231,34.604,133.93,1.97,2014-01-21,19:44,2014-01-21,10:44,4,,,"1/4 of sky","Orion","","","Japan"
114240,GAN,232,34.6912,135.184,21.99,2014-01-21,19:30,2014-01-21,10:30,1,,,"clear","Orion","","","Japan"
114241,GAN,233,43.3062,-8.51172,36.51,2014-01-20,21:10,2014-01-20,20:10,4,,,"clear","Orion","Breve periodo de ceo transparente e despexado entre das borrascas.   Shor period of clear and cloudless skies between two storms.","Zona urbana, periferia da vila dun concello de 30.000 habitantes.","Spain"
114242,GAN,234,23.0494,113.401,12.89,2014-01-21,19:53,2014-01-21,11:53,2,,,"clear","Orion","","5","China"
114243,GAN,235,41.9318,25.5392,200.59,2014-01-20,20:14,2014-01-20,18:14,4,,,"clear","Orion","","There is a street lamp  approximately 15 meters from the place  i have observed.","Bulgaria"
114244,GAN,236,42.2327,-8.68658,152.22,2014-01-20,23:00,2014-01-20,22:00,1,,,"over 1/2 of sky","Orion","Muchas nubes.","","Spain"
114245,GAN,237,33.5887,119.03,9.27,2014-01-21,21:06,2014-01-21,13:06,1,,,"1/4 of sky","Orion","","","China"
114246,GAN,238,36.2464,-79.7574,239.11,2014-01-20,21:20,2014-01-21,02:20,5,,,"clear","Orion","Very clear, no clouds.  I had cataract surgery in the spring so I am now seeing stars a magnitude fainter than I was before the surgery.      The stars I saw fit between the magnitude 5 and the magnitude 6 chart.","The area is rather wooded, just adjacent to the Haw River State Park.  There were some porch lights about a half block away.  I was able to hide them pretty well behind trees.","United States - North Carolina"
114247,GAN,239,23.1552,113.215,5.09,2014-01-21,22:00,2014-01-21,14:00,4,,,"clear","Orion","","","China"
114248,GAN,240,23.1552,113.215,5.09,2014-01-21,22:03,2014-01-21,14:03,4,,,"clear","Orion","Mild haze","urban location","China"
114249,GAN,241,23.1552,113.215,5.09,2014-01-21,22:08,2014-01-21,14:08,4,,,"clear","Orion","Mild haze","urban location","China"
114250,GAN,242,34.861,137.815,43.01,2014-01-21,23:15,2014-01-21,14:15,4,,,"clear","Orion","","","Japan"
114251,GAN,243,42.9938,144.893,43.62,2014-01-20,00:00,2014-01-19,15:00,5,,,"clear","Orion","","","Japan"
114252,GAN,245,34.2961,-79.881,46.89,2014-01-20,21:15,2014-01-21,02:15,4,,,"clear","Orion","Sky clear, but as stated lots of unshielded lighting fixtures contributing to sky brightness.  Magnitude closer to mag. 3 or 4.","Observation made from my backyard.  Lots of unshielded yard lights and many unshielded business floodlights in the area.","United States - South Carolina"
114253,GAN,246,23.2052,85.9164,234.64,2014-01-21,21:30,2014-01-21,16:00,7,,,"clear","Orion","All around the Sky is clear","Rural area without  street lighting. Orion was in western part of the sky which is away from the village.    Village - Tunturi Ps - Baghmundi Dist - Purulia State - West Bengal Pin - 723212 India","India"
114254,GAN,247,23.2052,85.9164,234.64,2014-01-21,21:49,2014-01-21,16:19,7,,,"clear","Orion","All around the Sky is clear.","Rural area without street lighting. Orion was in western part of the sky which is away from the Tunturi village.   Village - Tunturi, Ps - Baghmundi ,Dist - Purulia ,State - West Bengal ,Pin - 723212, India","India"
114255,GAN,248,41.9351,25.5544,198.66,2014-01-20,19:00,2014-01-20,17:00,4,,,"clear","Orion","","","Bulgaria"
114256,GAN,249,36.1134,119.964,42.91,2014-01-22,22:00,2014-01-22,14:00,5,,,"clear","Orion","","","China"
114257,GAN,250,41.9344,25.5555,195.67,2014-01-21,19:04,2014-01-21,17:04,2,,,"1/4 of sky","Orion","","","Bulgaria"
114258,GAN,251,41.9318,25.5392,200.59,2014-01-21,19:21,2014-01-21,17:21,3,,,"1/4 of sky","Orion","","There is a street lamp at about 15 meters from the place from which i have observed.","Bulgaria"
114259,GAN,252,41.9186,25.524,228.37,2014-01-21,19:22,2014-01-21,17:22,-9999,,,"over 1/2 of sky","Orion","","","Bulgaria"
114260,GAN,253,43.6168,7.07536,102.86,2014-01-21,19:01,2014-01-21,18:01,4,,,"clear","Orion","","","France"
114261,GAN,254,41.9326,25.551,183.11,2014-01-21,20:06,2014-01-21,18:06,3,,,"1/4 of sky","Orion","","","Bulgaria"
114262,GAN,255,41.9311,25.5745,176.18,2014-01-21,19:50,2014-01-21,17:50,4,,,"1/2 of sky","Orion","","","Bulgaria"
114263,GAN,256,41.9277,25.5445,234.68,2014-01-21,20:44,2014-01-21,18:44,3,,,"clear","Orion","","","Bulgaria"
114264,GAN,259,52.1993,21.1686,89.66,2014-01-21,19:51,2014-01-21,18:51,-9999,,,"over 1/2 of sky","Orion","complete cloud cover","","Poland"
114265,GAN,260,54.0896,18.8016,10.8,2014-01-21,18:56,2014-01-21,17:56,3,,,"clear","Orion","","","Poland"
114266,GAN,261,53.8414,19.4049,95.22,2014-01-21,20:00,2014-01-21,19:00,4,,,"clear","Orion","","","Poland"
114267,GAN,262,47.2313,39.737,79.88,2014-01-21,22:32,2014-01-21,18:32,-9999,,,"over 1/2 of sky","Orion","","","Russia"
114268,GAN,263,41.937,25.5719,196.33,2014-01-21,20:45,2014-01-21,18:45,4,,,"1/4 of sky","Orion","","","Bulgaria"
114269,GAN,264,44.6568,-123.096,61.55,2014-01-20,19:25,2014-01-21,03:25,4,,,"clear","Orion","City lights to the south, sky somewhat darker to the north.","Back yard behind house.","United States - Oregon"
114270,GAN,265,41.6193,-93.6993,290.49,2014-01-20,23:59,2014-01-21,05:59,3,,,"clear","Orion","CLEAR. Bright moon in sky.","Urban. 1 street light in front of house. Nearly full moon. 1 mile South of shopping mall & car dealers.","United States - Iowa"
114271,GAN,266,60.216,30.3076,91.26,2014-01-21,23:15,2014-01-21,19:15,3,,,"clear","Orion","No clouds, the small sky glow from the side of Saint Petersburg","Rural location, snow, one streetlight, forest","Russia"
114272,GAN,267,41.4775,2.30473,19.3,2014-01-21,20:10,2014-01-21,19:10,4,,,"clear","Orion","","suburban, 10 streetlights, trees.","Spain"
114273,GAN,268,46.4251,21.4621,100.55,2014-01-20,20:46,2014-01-20,18:46,1,,,"over 1/2 of sky","Orion","more than 1/2 of the sky","I'm student at Fine Arts ""Sabin Dragoi"" Arad  no lights near  no tall trees","Romania"
114274,GAN,269,54.0919,18.7773,27.08,2014-01-21,20:28,2014-01-21,19:28,-9999,,,"over 1/2 of sky","Orion","","","Poland"
114275,GAN,270,46.4251,21.4621,100.55,2014-01-21,21:26,2014-01-21,19:26,-9999,,,"1/4 of sky","Orion","rainy","I'm student at Fine Arts ""Sabin Dragoi"" Arad  no lights near  no tall trees","Romania"
114276,GAN,271,19.3149,-99.173,2283.92,2014-01-20,21:00,2014-01-21,03:00,2,,,"1/4 of sky","Orion","Cold and winds from east.","University Campus, sourounded by trees and buildings.","Mexico"
114277,GAN,272,42.5427,-99.4922,714.55,2014-01-20,20:31,2014-01-21,02:31,3,,,"clear","Orion","","suburban","United States - Nebraska"
114278,GAN,273,52.2286,21.0859,81.51,2014-01-21,20:10,2014-01-21,19:10,-9999,,,"over 1/2 of sky","Orion","clouds on all the sky","streetlights all around , place in the center of big housing in big city","Poland"
