ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
97205,GAN,45,39.9569,116.297,59.55,2013-01-03,22:35,2013-01-03,14:35,3,,,"clear","Orion","there's no haze or clouds","urban location;don't have lights;have some bushes nearby","China"
97206,GAN,46,49.8335,18.1728,248.66,2013-01-03,18:09,2013-01-03,17:09,3,,,"1/4 of sky","Orion","","Msto","Czech Republic"
97207,GAN,47,49.8209,18.2625,234.05,2013-01-03,20:20,2013-01-03,19:20,4,,,"1/2 of sky","Orion","","","Czech Republic"
97208,GAN,48,63.2614,18.8402,29.82,2013-01-03,23:09,2013-01-03,22:09,5,,,"1/2 of sky","Orion","Thin clouds and haze heading east, some sky glow in to the west(origin; small city), half moon in the east.","Urban location, snow cover, aprox. 2 visible streetlights within a kilometer radius, a couple of porchlights a hundred meters away.  About 5 structures visible within 500 meters, and a couple of dozen within a couple of kilometers, lots of trees.","Sweden"
97209,GAN,49,38.953,115.315,44.43,2013-01-03,23:12,2013-01-03,15:12,2,,,"1/4 of sky","Orion","","Suburban area with a little bit snow covered","China"
97210,GAN,50,34.2329,133.874,44.87,2013-01-03,20:00,2013-01-03,11:00,5,,,"clear","Orion","It is the person who looked good today","","Japan"
97211,GAN,51,48.7122,8.74724,398.61,2013-01-03,18:35,2013-01-03,17:35,-9999,,,"over 1/2 of sky","Orion","dark","on the mountain","Germany"
97212,GAN,52,49.9197,17.9159,254.07,2013-01-03,18:39,2013-01-03,17:39,-9999,,,"over 1/2 of sky","Orion","I can't see anything. Only dark black sky. No clouds and even no stars.","urban location, many streetlights, panelflats","Czech Republic"
97213,GAN,53,50.0161,22.6777,214.77,2013-01-03,18:58,2013-01-03,17:58,-9999,,,"over 1/2 of sky","Orion","whole sky in the clouds, nothing possible to be seen","suburban, no snow cover, 4 streetlights, a few trees, snowing","Poland"
97214,GAN,54,50.0161,22.6777,214.77,2013-01-03,19:00,2013-01-03,18:00,-9999,,,"over 1/2 of sky","Orion","Daniel Kumider  ZSTiO Jarosaw  2LB","suburban, no snow cover, 4 streetlights, a few trees, snowing","Poland"
97215,GAN,55,50.0717,22.8685,198,2013-01-03,19:25,2013-01-03,18:25,2,,,"1/2 of sky","Orion","","","Poland"
97216,GAN,56,50.0717,22.8685,198,2013-01-03,19:25,2013-01-03,18:25,2,,,"1/2 of sky","Orion","","","Poland"
97217,GAN,57,41.1404,22.5101,55.29,2013-01-03,19:37,2013-01-03,18:37,1,,,"1/2 of sky","Orion","","","Macedonia (FYROM)"
97218,GAN,58,16.5794,42.9125,49.36,2013-01-03,21:37,2013-01-03,18:37,2,,,"1/4 of sky","Orion","","","Saudi Arabia"
97219,SQM,60,45.5647,5.89925,279.19,2013-01-03,20:05,2013-01-03,19:05,3,18.94,,"clear","Orion","lot of haze","suburban","France"
97220,GAN,61,37.3326,-5.85115,25.99,2013-01-03,20:10,2013-01-03,19:10,1,,,"clear","Orion","Perfect. Night","Urban","Spain"
97221,GAN,62,35.2472,138.615,205.49,2013-01-03,23:30,2013-01-03,14:30,5,,,"1/4 of sky","Orion","high stratus covered south sky.  transparency is higher than usual because it's new year's vacation and less factory active than usual.","suburban, no snow, one bright streetlight in about 20m, 10+ houses around here.","Japan"
97222,GAN,63,45.5731,2.33,700.85,2013-01-03,20:21,2013-01-03,19:21,-9999,,,"over 1/2 of sky","Orion","Nuages+++","","France"
97223,GAN,64,50.0124,22.6854,215.67,2013-01-03,20:27,2013-01-03,19:27,4,,,"1/4 of sky","Orion","","Paulina Miroczuk 2lb zstio Jarosaw","Poland"
97224,GAN,65,41.2241,22.4136,231.95,2013-01-03,20:52,2013-01-03,19:52,7,,,"clear","Orion","Clear","","Macedonia (FYROM)"
97225,GAN,66,41.2257,22.4144,240.12,2013-01-03,20:25,2013-01-03,19:25,7,,,"clear","Orion","Clear","","Macedonia (FYROM)"
97226,GAN,67,49.9388,22.8232,201.34,2013-01-03,20:56,2013-01-03,19:56,-9999,,,"over 1/2 of sky","Orion","Zachmurzenie prawie pene, czasem wida pojedycze gwiazdy, nie da si okreli typu chmur.","Obszary wiejskie","Poland"
97227,GAN,68,43.7629,13.069,153.49,2013-01-03,21:00,2013-01-03,20:00,3,,,"1/2 of sky","Orion","","Rural location","Italy"
97228,GAN,70,49.9403,22.8223,201,2013-01-03,21:05,2013-01-03,20:05,-9999,,,"over 1/2 of sky","Orion","Krystyna Soja, KL II LB. ZSTiO Jarosaw Zachmurzenie prawie calkowite, czasem widac pojedyncze gwiazdy, nie da sie okreslic typu chmur","Obszary wiejskie","Poland"
97229,GAN,74,43.6767,4.6275,21.24,2013-01-03,21:00,2013-01-03,20:00,1,,,"clear","Orion","Ciel clair mais quelque peu brumeux. Humidit a 70% (mto)  Clear shy but a bit foggy. moisture: 70 %      les 2AD France http://www.astrosurf.com/2ad/","Site de type urbain. Sol non enneig. De nombreux lampadaires  procimit dont 1 ""normal"" trs pres et 1 ""boule"" un peu plus loin. 1 clairage d'entre de maison voisin    Urban site. No snow on the ground. Many floor lamp and particularly 2 : 1 usual very close and one ""bowl"" not very far. 1 home enter light in the neighborhood    les 2AD France http://www.astrosurf.com/2ad/","France"
97230,GAN,75,43.3721,5.69924,288.58,2013-01-03,21:25,2013-01-03,20:25,4,,,"1/4 of sky","Orion","","rural  no streetlights  a few houses and christmas garlands in vicinity","France"
97231,GAN,76,49.7935,18.233,235.68,2013-01-03,21:22,2013-01-03,20:22,2,,,"1/2 of sky","Orion","","","Czech Republic"
97232,GAN,77,41.1441,22.5009,62.69,2013-01-03,20:10,2013-01-03,19:10,3,,,"clear","Orion","clear","urban location","Macedonia (FYROM)"
97233,SQM,78,43.7711,6.85547,1129.54,2013-01-03,21:59,2013-01-03,20:59,5,21,,"clear","Orion","","","France"
97234,GAN,79,41.1444,22.4971,65.22,2013-01-03,21:30,2013-01-03,20:30,3,,,"1/2 of sky","Orion","it was cloudly about 8 at clock but now it is good so i send a magnitude 3","urban location","Macedonia (FYROM)"
97235,GAN,80,41.7068,12.3349,2.93,2013-01-03,22:06,2013-01-03,21:06,5,,,"clear","Orion","Clear sky,no haze, no glow, orion's belt is above the sea.","Urban zone, between the sea and a road with many streetlight.","Italy"
97236,GAN,81,43.6779,4.62359,11.7,2013-01-03,22:00,2013-01-03,21:00,4,,,"clear","Orion","Vent (mistral)","6 lampadaires sur la place.  Observation ralise par laurent, Maurice et Franois de l'association des 2AD","France"
97237,GAN,82,37.3772,-5.99133,7.88,2013-01-03,20:35,2013-01-03,19:35,4,,,"clear","Orion","","Urban in the middle of the city  Trees and many structures.    Astronoma Sevilla","Spain"
97238,GAN,83,37.4098,-6.07879,141.14,2013-01-03,22:30,2013-01-03,21:30,4,,,"clear","Orion","","suburban","Spain"
97239,SQM,84,37.5108,-5.98828,22.94,2013-01-03,21:50,2013-01-03,20:50,4,19.11,,"clear","Orion","","Suburban  No streetlights  Backyard of house    Astronomia Sevilla","Spain"
97240,GAN,87,43.6507,4.71833,18.5,2013-01-03,22:35,2013-01-03,21:35,5,,,"clear","Orion","No clouds, wind","Rural, 3 lampadaires indirects","France"
97241,GAN,88,-41.4282,147.188,59.97,2013-01-03,22:40,2013-01-03,11:40,4,,,"over 1/2 of sky","Orion","Lot of clouds glowing with city light to the West.","Fringe suburban and rural.  Streetlight within fifty metres.","Australia"
97242,SQM,89,46.1158,8.96371,673.83,2013-01-03,22:51,2013-01-03,21:51,4,19.8,2576,"clear","Orion","","Rural, 4 streetlights","Switzerland"
97243,GAN,90,14.6735,-17.4632,0,2013-01-03,20:05,2013-01-03,20:05,-9999,,,"clear","Orion","","urban location","Senegal"
97244,SQM,91,46.1158,8.96381,676.82,2013-01-03,23:00,2013-01-03,22:00,4,19.8,2576,"clear","Orion","","Rural, 4 steetlights","Switzerland"
97245,GAN,92,43.3064,-8.51182,34.82,2013-01-03,23:04,2013-01-03,22:04,3,,,"clear","Orion","","","Spain"
97246,GAN,94,41.0998,-80.6495,261.52,2013-01-03,18:14,2013-01-03,23:14,-9999,,,"over 1/2 of sky","Orion","cloudy, no stars visible","urban location ,  snowy, very cold  12 street lights","United States - Ohio"
97247,GAN,95,40.3212,-75.3358,122.37,2013-01-03,19:00,2013-01-04,00:00,3,,,"1/4 of sky","Orion","My viewing area is obstructed, but I believe there was light cloud cover to the north.","I live in a suburban area. The mag 2 scale (<2.5) is a little low while the mag 3 scale (<3.5) is a little high. I would estimate my viewing area to be a solid 3. There are several street lights and drivway lights near by. I believe if I went to a dark park or athletic field within a 1/4 mile of my viewing area the skys would appear much darker. My skys are obstructed by trees and homes (especially to the north). My eyes were not fully adjusted to the dark when I viewed.","United States - Pennsylvania"
97248,GAN,96,39.9917,116.308,52.03,2013-01-03,20:40,2013-01-03,12:40,3,,,"clear","Orion","Sunny, south-east of the more distant architectural lighting","In the city, near the artificial lake and park.","China"
97249,GAN,97,-34.9053,-56.1768,28.67,2013-01-03,22:17,2013-01-04,00:17,4,,,"clear","Orion","Cielo totalmente despejado","Zona Urbana, 2 luces de sodio de alta presin ocultas por rboles, no impiden visin.","Uruguay"
97250,GAN,98,35.3435,-93.1165,122.53,2013-01-03,18:54,2013-01-04,00:54,4,,,"clear","Orion","","Suburban bordering rural.","United States - Arkansas"
97251,GAN,99,36.91,-79.3406,227.47,2013-01-03,20:06,2013-01-04,01:06,4,,,"clear","Orion","cold and clear","rural, no street lights, no obstructions","United States - Virginia"
97252,GAN,100,50.4029,3.68422,35.61,2013-01-04,22:00,2013-01-04,21:00,3,,,"1/2 of sky","Orion","","","Belgium"
97253,GAN,101,40.371,-74.3808,8.78,2013-01-03,20:11,2013-01-04,01:11,3,,,"1/4 of sky","Orion","Light pollution to the NW.  Cumulus clouds to the NW, N, and NE.  A few cumulus clouds to the S","Suburban.  No snow cover.  One street light, many porch lights.  Several trees.  Many ranch houses, a few two-story houses.  Utility poles and wires.","United States - New Jersey"
97254,GAN,102,-30.9328,-61.5669,95.48,2013-01-03,22:19,2013-01-04,01:19,3,,,"clear","Orion","","","Argentina"
97255,GAN,103,32.2671,-110.851,751.97,2013-01-03,18:17,2013-01-04,01:17,3,,,"clear","Orion","Just after sunset and orion is on the east sky.","Urban area, right outside city limits. No street lights in this Neighborhood but houses have a light attached to a wall near the entrance doors and by garage door.","United States - Arizona"
97256,SQM,104,52.3756,13.5352,44.42,2013-01-03,20:00,2013-01-03,19:00,-9999,6,,"over 1/2 of sky","Orion","Very little opportunity to see celestial bodies","Berlin is the capital city of Germany, very bright  and cold 7 to 9 celsius. No snow cover but rain. tall buildings and plenty of trees.","Germany"
97257,GAN,105,36.0192,-78.7739,90.37,2013-01-03,20:37,2013-01-04,01:37,4,,,"clear","Orion","","Rural  No snow    4 street lamps in yards  Trees, many","United States - North Carolina"
97258,SQM,106,39.7532,-75.0981,26.59,2013-01-03,20:45,2013-01-04,01:45,3,18.12,,"clear","Orion","","","United States - New Jersey"
97259,SQM,107,-34.8263,138.622,20.15,2013-01-04,22:50,2013-01-04,12:20,5,19.14,0000,"clear","Orion","Dry RH 25%.  No wind, warm night 29C, sky unusually dark toward the horizon, a better night than usual for observing. SQM SN unknown","Suburban   Streetlights (40w FL, 50w HPS)  Well treed streets  All-night servo centre 700m away.","Australia"
97260,GAN,108,-45.4133,-72.6887,7,2013-01-03,22:27,2013-01-04,01:27,1,,,"1/4 of sky","Orion","","Ubicacion: Zona urbana  Clima: Despejado con pocas nubes  N de postes aprox.: 25","Chile"
97261,GAN,109,38.6904,-76.6342,36.8,2013-01-03,20:50,2013-01-04,01:50,5,,,"clear","Orion","Significant light dome to NW from Washington DC. Minimal light dome to the south from Prince Frederick.","Rural w/o streetlights. 11 porchlights visible along with a few Christmas lights still up & illuminated. Occasional trees w/o leaves nearby.","United States - Maryland"
97262,SQM,110,52.3756,13.5352,44.42,2013-01-03,20:40,2013-01-03,19:40,4,6,,"over 1/2 of sky","Orion","Very little opportunity to see celestial bodies","Berlin is the capital city of Germany, very bright  and cold 7 to 9 celsius. No snow cover but rain. tall buildings and plenty of trees.","Germany"
97263,GAN,111,32.2671,-110.851,751.97,2013-01-03,18:56,2013-01-04,01:56,3,,,"clear","Orion","","","United States - Arizona"
97264,GAN,112,40.579,-74.787,70.62,2013-01-03,20:57,2013-01-04,01:57,3,,,"1/2 of sky","Orion","pretty difficult to see the sky","Rural not brightly lit","United States - New Jersey"
97265,SQM,113,37.2293,-79.9698,348.98,2013-01-03,20:12,2013-01-04,01:12,3,15.49,2795,"clear","Orion","Clear, with a urban light dome to the north.","IHOP near Tanglewood Mall. Bright Parking Lot.","United States - Virginia"
97266,SQM,114,37.2331,-79.9776,337.13,2013-01-03,20:20,2013-01-04,01:20,4,16.29,2795,"clear","Orion","Clear sky - Light dome to the North of this location","Back Parking Lot of Tanglewood Mall, near the Movie Theater","United States - Virginia"
97267,SQM,115,37.2465,-79.9717,324.29,2013-01-03,20:30,2013-01-04,01:30,4,18.79,2795,"clear","Orion","Clear Sky - Light Dome to the North","Lower Parking Lot at Virginia Western Community College","United States - Virginia"
97268,SQM,116,37.2545,-79.9778,311.81,2013-01-03,20:45,2013-01-04,01:45,4,18.7,2795,"clear","Orion","Clear - Light dome to the north","Neighborhood near Patrick Henry High School","United States - Virginia"
97269,SQM,117,37.2391,-79.9984,334.06,2013-01-03,21:00,2013-01-04,02:00,4,17.99,2795,"clear","Orion","Clear Sky - Light Dome to the North","Kelley's Music Parking Lot on Brambleton Avenue.","United States - Virginia"
97270,SQM,118,37.2288,-79.9884,342.06,2013-01-03,21:10,2013-01-04,02:10,5,19.07,2795,"clear","Orion","Clear Sky - Light Dome to the North.","Neighborhood Near Tanglewood Mall - Green Valley","United States - Virginia"
97271,GAN,119,-33.6687,-65.4498,515.51,2013-01-03,23:24,2013-01-04,02:24,4,,,"clear","Orion","","club de astronomia vm","Argentina"
97272,GAN,120,43.6253,-80.0377,354.69,2013-01-03,21:26,2013-01-04,02:26,-9999,,,"over 1/2 of sky","Orion","Complete cloud cover.  No stars visible.","Small town in Ontario.  Population less than 10 thousand.  Backyard looks over a green space.  Street lights to the East.  Apartment building to the south.","Canada"
97273,GAN,121,40.8918,-73.2662,66.51,2013-01-03,21:16,2013-01-04,02:16,2,,,"1/2 of sky","Orion","Appeared to be thin cloud cover.","Suburban neighborhood; 3 Street lights and holiday lights near observation sight;Several large oak trees adjacent to observation sight.","United States - New York"
97274,GAN,122,37.4925,-76.3767,4.64,2013-01-03,20:58,2013-01-04,01:58,3,,,"clear","Orion","Clear, cold.","Rural. Two porchlights visible through trees. Wooded lot with good overhead visibility, restricted horizons.","United States - Virginia"
97275,GAN,123,35.2468,-91.7337,76.2,2013-01-03,20:42,2013-01-04,02:42,4,,,"1/4 of sky","Orion","Haze","Rural","United States - Arkansas"
97276,GAN,124,-45.4071,-72.6995,6.68,2013-01-03,23:49,2013-01-04,02:49,3,,,"clear","Orion","Una noche despejada, sin nubes.","Zona Urbana, Plaza de Armas.  Patio trasero, con postes de luz alejados.","Chile"
97277,GAN,125,47.0017,-120.542,483.38,2013-01-03,18:47,2013-01-04,02:47,-9999,,,"over 1/2 of sky","Orion","Completely cloudy","University Campus","United States - Washington"
97278,GAN,126,30.3454,-91.0719,7.26,2013-01-03,20:48,2013-01-04,02:48,3,,,"1/4 of sky","Orion","A thin layer of clouds was covering Orion. [Christopher from HRPO]","An urban location--site of the Highland Road Park Observatory. A line of trees blocking almost all of what little direct artificial light is in the immediate vicinity.","United States - Louisiana"
97279,GAN,127,40.0319,-80.739,213.8,2013-01-03,21:56,2013-01-04,02:56,-9999,,,"over 1/2 of sky","Orion","Very Cloudy  All over cloud cover","Suburban  Parking lot and several houses with porch lights nearby    Some tree cover to the west","United States - Ohio"
97280,GAN,128,-29.987,-71.3311,62.73,2013-01-03,23:00,2013-01-04,02:00,4,,,"clear","Orion","","","Chile"
97281,GAN,129,41.525,-88.0817,164.62,2013-01-03,21:16,2013-01-04,03:16,4,,,"1/4 of sky","Orion","Clouds to the south  Sky glow to the east","suburban, no snow cover, 6-12 streetlights or porchlights in the area.  Small to medium trees","United States - Illinois"
97282,GAN,130,35.1227,-106.674,1513.9,2013-01-03,20:20,2013-01-04,03:20,3,,,"clear","Orion","No clouds.","Urban area. Street lights and city glow are significant.","United States - New Mexico"
97283,GAN,134,44.9482,-93.1496,283.59,2013-01-03,21:27,2013-01-04,03:27,4,,,"clear","Orion","somewhat hazy, significant sky glow in all directions.","urban location, fresh snow cover, alley light behind house.","United States - Minnesota"
97284,SQM,136,51.1334,-114.172,1247,2013-01-03,20:15,2013-01-04,03:15,3,18,6386,"clear","Orion","","Snow cover, in unlit park","Canada"
97285,GAN,137,19.3386,-99.1839,2281.15,2013-01-03,21:43,2013-01-04,03:43,1,,,"1/2 of sky","Orion","easterly winds, cloudy sky.","Area of buildings surrounded by lighted streets.  Near to the University Campus.","Mexico"
97286,GAN,138,32.2673,-110.851,752.26,2013-01-03,20:53,2013-01-04,03:53,4,,,"over 1/2 of sky","Orion","Now is cloudy, broken strato cumulus clouds; stars can be seen through  openings in the cloud deck. Upper level wind is about  N35E direction.","","United States - Arizona"
97287,GAN,139,33.9326,-118.089,37,2013-01-03,20:03,2013-01-04,04:03,3,,,"clear","Orion","","Suburban  Multiple street lights.","United States - California"
97288,GAN,140,37.2919,-121.985,69.9,2013-01-03,20:04,2013-01-04,04:04,-9999,,,"clear","Orion","clear skies with no stars in the sky","urban area with a busy mall nearby and lampposts covering the street.","United States - California"
97289,GAN,141,35.5452,-97.3011,358.98,2013-01-03,21:55,2013-01-04,03:55,4,,,"clear","Orion","Sky glow to the southwest.","Suburban. 4 streetlights and 6 porchlights and 10 spotlights aimed straight up in trees. Trees and house block all lights except for 1 streetlight.","United States - Oklahoma"
97290,GAN,142,38.722,-90.2526,152.48,2013-01-03,22:11,2013-01-04,04:11,3,,,"1/4 of sky","Orion","","my location is urban, there are 3 street lights around my house.","United States - Missouri"
97291,GAN,143,34.6196,-112.485,1636.5,2013-01-03,21:10,2013-01-04,04:10,5,,,"clear","Orion","Sky glow to the south and east.","suburban, no streetlights but outside house lights. Some glow from local small city.","United States - Arizona"
97292,GAN,144,22.7774,-102.582,2482.14,2013-01-03,22:15,2013-01-04,04:15,5,,,"1/4 of sky","Orion","","","Mexico"
97293,SQM,145,37.2716,-79.9413,284.9,2013-01-03,22:45,2013-01-04,03:45,3,12.82,2795,"clear","Orion","Bright downtown area.","Campbell Avenue - Downtown Roanoke - Outside the Bus Station","United States - Virginia"
97294,GAN,146,47.6901,-122.358,83.18,2013-01-03,23:00,2013-01-04,07:00,3,,,"clear","Orion","clear.  may have been some uniform high haze.  downtown to the south, but blocked by hills.","residential urban. no snow,  nasty LED streetlights every couple of hundred feet, both sides of street.  Some porch lights.  Buildings block horizons.  commercial buildings due east, 1/4 mile but not much blocking it (street runs east/west).  Only halfway decent view is to the south, above about 30 degrees.","United States - Washington"
97295,SQM,147,37.255,-79.9451,284.03,2013-01-03,22:54,2013-01-04,03:54,4,18.51,2795,"clear","Orion","Clear Sky - Lights from nearby Medical Complex","Parking Area of Old Victory Stadium - Urban Park","United States - Virginia"
97296,SQM,148,37.2536,-79.9475,284.03,2013-01-03,23:00,2013-01-04,04:00,4,18.83,2795,"clear","Orion","Lights from nearby Medical Center","Rivers Edge Sports Complex - Urban Park - Wiley Drive","United States - Virginia"
97297,GAN,149,38.5827,-89.9253,168.42,2013-01-03,22:22,2013-01-04,04:22,-9999,,,"over 1/2 of sky","Orion","","suburban","United States - Illinois"
97298,GAN,150,37.4766,-121.914,36.2,2013-01-03,20:00,2013-01-04,04:00,4,,,"clear","Orion","pretty clear night, i have skyglow to the south, west and north but none to the east. orion was to the east or up near zenith. your mag charts are pretty rough and i can see more than is in the mag 4 chart but not quite as much as the mag 5 chart so i picked the mag 4.","viewed from backyard. no major light sources in direct view.  suburban area.","United States - California"
97299,GAN,151,-45.3977,-72.6851,8.28,2013-01-04,23:59,2013-01-05,02:59,4,,,"1/4 of sky","Orion","el cielo tenia poca proporcion de nubes, ya que en esta regon siempre hay una proporcin de mas del 50% de nuves","es una zona urbana, no tan poblada, es un pueblo chico con muchos campos","Chile"
97300,GAN,152,-45.4035,-72.6864,6.6,2013-01-04,23:40,2013-01-05,02:40,3,,,"1/4 of sky","Orion","Las nubes estaban alejadas, as que mi apreciacin fue a cielo abierto prcticamente.","Zona urbana, ciudad pequea cuyos nicos focos de iluminacin es el alumbrado pblico y casas pequeas. Ausencia de edificios.","Chile"
97302,GAN,154,12.9299,77.5779,924.47,2013-01-03,23:10,2013-01-03,17:40,5,,,"clear","Orion","Generally light polluted upto 30 from the horizon on all sides, but not orangish. More grayish. No clouds.","Suburban sky, No snow cover, Generally dry weather, atleast 5 street lights in the vicinity and quite a few other lights - some trees.","India"
97303,GAN,155,-45.3674,-72.6805,9,2013-01-03,23:59,2013-01-04,02:59,4,,,"1/4 of sky","Orion","Nubes: Estaban en la porcin noreste del cielo , eran muy debiles","Zona urbana, pocos postes, arboles cerca pero pocos.","Chile"
97304,GAN,156,38.9257,-114.028,1604.35,2013-01-03,21:32,2013-01-04,04:32,6,,,"clear","Orion","","","United States - Utah"
97305,GAN,157,45.5176,-122.547,84.35,2013-01-31,21:35,2013-02-01,05:35,-9999,,,"over 1/2 of sky","Orion","","Urban","United States - Oregon"
97306,GAN,158,35.1395,-118.493,1207.96,2013-01-03,21:30,2013-01-04,05:30,6,,,"clear","Orion","Clear and cold. 34*f , 34% humidity.  Winds 4 mph out of the south, Barometer 30.07 and steady.  Observing to the southeast.  Slight sky glow,  from a city of 6,000,  to the southeast.  Orion high in the sky and well clear of any sky glow/light dome. Sirius at the upper edge of the sky glow.  Milky Way faint but readily apparent running from the SE to the NW.","Rural.  No streetlights.  Rolling hills.  Retail area with bright lights approximately 3 miles away but direct view shielded by terrain. All exterior lights at our residence were turned off.  Lots of at least one acre. Closest neighbor has a mercury vapor light but was blocked from direct view at the viewing location. Other neighbors have various levels of unshielded incandescent lights but most were off or partially shielded this night.","United States - California"
97307,GAN,159,19.4241,-155.255,1201.6,2013-01-03,19:45,2013-01-04,05:45,6,,,"clear","Orion","","rural, no streetlights, 1 porchlight, many trees in vicinity","United States - Hawaii"
97308,GAN,160,35.1212,-106.718,1561.59,2013-01-03,20:00,2013-01-04,03:00,3,,,"clear","Orion","Clear skies. Large amount of sky glow to the east","Far western section of urban area, in typical development. Several viewable streetlights, sparse tree cover, no structural obstruction","United States - New Mexico"
97309,GAN,161,30.4477,-91.112,14.43,2013-01-04,18:06,2013-01-05,00:06,3,,,"clear","Orion","Very clear night w/ little or no haze detectable.  No Clouds. The sky is aglow but more so in the direction of the WNW.","Urban residential. From my back yard I have 4 very bright residential neighbors lights and 2 street lights.  The front yard is on a Blvd. lined w/ 16 street lights. There is a park across the Blvd. so the trees are nearly void w/ only 3 but on the sides and backyard of the house is heavy tree growth of around 40.","United States - Louisiana"
97310,GAN,162,36.1217,-115.153,624.59,2013-01-03,23:37,2013-01-04,07:37,1,,,"clear","Orion","no real access to night sky, only stars visible were almost directly overhead.","lots of street lights, busy urban area, very close to las vagas strip","United States - Nevada"
97311,GAN,163,32.9385,-117.12,184.31,2013-01-03,00:00,2013-01-03,08:00,4,,,"clear","Orion","Super clear sky","Suburban, no light source","United States - California"
97312,GAN,164,46.0733,8.98293,713.95,2013-01-03,00:00,2013-01-02,23:00,4,,,"clear","Orion","","Rural  700 m above sea level","Switzerland"
97313,GAN,165,45.3979,5.61024,481.71,2013-01-03,22:12,2013-01-03,21:12,5,,,"clear","Orion","Jupiter in meridian, no moon.","Rural, ciel dgag, lampadaires au loin. Halo de la ville de grenoble perceptible.","France"
97314,GAN,166,36.4889,140.388,12.62,2013-01-04,19:39,2013-01-04,10:39,4,,,"clear","Orion","","","Japan"
97315,GAN,167,-32.9021,151.703,68.3,2013-01-04,21:44,2013-01-04,10:44,4,,,"clear","Orion","","Suburban, 2 street light close, trees and buildings at viewing site","Australia"
97316,GAN,168,35.9634,139.89,15.92,2013-01-04,20:27,2013-01-04,11:27,3,,,"clear","Orion","","","Japan"
