ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
141465,SQM,56,42.321,-83.3076,191.37,2015-01-11,19:30,2015-01-12,00:30,2,15.84,,"over 1/2 of sky","Orion","Sky full of large sky clouds-could not differentiate between them. No stars visible. Moon also covered by clouds.","Suburban area. Many lamposts but zero streetlights. Few large trees in front of locations.","United States - Michigan"
141466,GAN,57,42.3532,-83.2893,189.54,2015-01-11,19:02,2015-01-12,00:02,-9999,,,"over 1/2 of sky","Orion","Foggy","Suburban, foggy, and tree was in the vicinity.","United States - Michigan"
141467,GAN,58,42.3204,-83.2932,189.85,2015-01-11,19:32,2015-01-12,00:32,-9999,,,"over 1/2 of sky","Orion","Sky white and hazy  No stars/constellations present  No individual clouds discernable","Suburban  Backyard of house  South of Crestwood Highschool  Illumination present from house and hallways/outdoor lighting of highschool","United States - Michigan"
141468,GAN,59,42.3204,-83.2932,189.85,2015-01-11,19:37,2015-01-12,00:37,-9999,,,"over 1/2 of sky","Orion","Sky white and hazy  No stars/constellations present  No individual clouds discernable","Suburban  Frontyard of house  Illumination present from house, neighboring houses, and houses across street","United States - Michigan"
141469,GAN,60,42.3204,-83.2937,190.16,2015-01-11,19:40,2015-01-12,00:40,-9999,,,"over 1/2 of sky","Orion","Sky white and hazy  No stars/constellations present  No individual clouds discernable","Suburban  Frontyard of house  Illumination present from house, neighboring houses, and houses across street","United States - Michigan"
141470,SQM,62,42.3146,-83.2919,190.16,2015-01-11,19:50,2015-01-12,00:50,-9999,13.19,,"over 1/2 of sky","Orion","Cloud type-nimbostratus, snowing.","Suburban location, snow cover, 2 porch lights.","United States - Michigan"
141471,GAN,63,42.3167,-83.3091,191.7,2015-01-11,20:25,2015-01-12,01:25,-9999,,,"over 1/2 of sky","Orion","Very cloudy yet bright Sky because of street lights.","Suburban. At least 10 lights on on street. Around 4 inches of snow. Large tree in vicinity.","United States - Michigan"
141472,GAN,64,42.3188,-83.3067,191.6,2015-01-11,20:14,2015-01-12,01:14,-9999,,,"clear","Orion","-no clouds visible  -no stars visible","-Suburban area  -Light Snow falling  -Snow cover on ground present  -Post lighting in vicinity  -One large tree in vicinity(front yard)  -Small maple tree in vicinity(front yard)  -One large tree in vicinity(backyard)  -Backyard boxed in by white fencing  -light emanating from inside of houses(backyard and side of house)  -outdoor lighting by numerous neighbors  -basketball rim and large tree in vicinity(side of house)","United States - Michigan"
141473,GAN,65,42.3183,-83.292,190.14,2015-01-11,20:05,2015-01-12,01:05,-9999,,,"clear","Orion","clear, snowing, no stars visible","Suburban, snowing, 2 porch lights, near a big tree","United States - Michigan"
141474,SQM,66,42.3148,-83.2918,190.16,2015-01-11,20:52,2015-01-12,01:52,-9999,13.12,,"over 1/2 of sky","Orion","Cloud type-nimbostratus, snowing.","Suburban location, snow cover, 2 porch lights, tree nearby.","United States - Michigan"
141475,SQM,67,42.3147,-83.2916,189.79,2015-01-11,19:54,2015-01-12,00:54,-9999,13.28,,"over 1/2 of sky","Orion","Cloud type-nimbostratus, snowing.","Suburban location, snow cover, 2 porch lights, tree nearby.","United States - Michigan"
141476,GAN,68,42.3071,-83.2862,189.77,2015-01-11,20:54,2015-01-12,01:54,-9999,,,"clear","Orion","Sky was light, no stars to be seen, not dark","Suburban, street lights  around, snow covering all of the ground, one tree near","United States - Michigan"
141477,GAN,69,35.4591,139.56,67.7,2015-01-11,19:00,2015-01-11,10:00,2,,,"clear","Orion","","","Japan"
141478,SQM,70,42.3298,-83.2709,187.68,2015-01-11,20:41,2015-01-12,01:41,-9999,12.79,,"clear","Orion","clear, light snow","suburban","United States - Michigan"
141479,GAN,71,42.334,-83.3041,190.26,2015-01-11,21:02,2015-01-12,02:02,-9999,,,"over 1/2 of sky","Orion","","","United States - Michigan"
141480,GAN,72,35.148,140.15,190.38,2015-01-11,21:30,2015-01-11,12:30,5,,,"clear","Orion","","","Japan"
141481,GAN,73,42.3072,-83.2858,190.34,2015-01-11,21:23,2015-01-12,02:23,-9999,,,"over 1/2 of sky","Orion","Sky was light, no stars to be seen, not dark","Suburban, street lights  around, snow covering all of the ground, one tree near","United States - Michigan"
141482,GAN,74,33.402,-84.8539,262.55,2015-01-11,22:00,2015-01-12,03:00,1,,,"over 1/2 of sky","Orion","Cloudy","Suburban a few street lights and porch lights trees fifty feet and up","United States - Georgia"
141483,SQM,75,42.3173,-83.2951,190.13,2015-01-11,22:01,2015-01-12,03:01,3,17.27,,"over 1/2 of sky","Orion","Sky covered in clouds;type of clouds is unknown","1. Suburban areas  2. Several Christmas lights on   3. One or two street lights  4. About 15-20 feet from nearest building  5. Many lights from houses/porches on   6.Two trees about 10-15 feet away","United States - Michigan"
141484,SQM,76,42.3156,-83.298,190.07,2015-01-11,20:31,2015-01-12,01:31,2,15.73,,"over 1/2 of sky","Orion","All white sky","Suburban, snow, backyard, no lights, no trees, pool","United States - Michigan"
141485,SQM,77,42.3157,-83.2978,189.86,2015-01-11,20:46,2015-01-12,01:46,2,16.03,,"over 1/2 of sky","Orion","All white sky","Suburban, snow, front yard, 8ft from house, porch lights on, a tree close by","United States - Michigan"
141486,SQM,78,42.3157,-83.2976,189.52,2015-01-11,20:53,2015-01-12,01:53,2,15.47,,"over 1/2 of sky","Orion","All white sky","Suburban, snow, sidewalk, 12 ft in front of the garage, two cars 3 ft away","United States - Michigan"
141487,GAN,79,42.3233,-83.2976,190.68,2015-01-11,22:01,2015-01-12,03:01,-9999,,,"clear","Orion","The sky was completely clear with now clouds insight.","Suburban area, covered in snow, numerous tall trees covering the area, and around 4 street lights around.","United States - Michigan"
141488,SQM,80,51.2215,-0.486675,68,2015-01-11,20:35,2015-01-11,20:35,2,14.36,1245,"clear","Orion","very clear, snowy, not very cloudy","Suburban, snow, few trees & bushes, 5 porch lights","United Kingdom"
141489,GAN,81,35.9058,139.561,11.44,2015-01-11,23:07,2015-01-11,14:07,4,,,"clear","Orion","","","Japan"
141490,GAN,83,42.3305,-83.2873,188.5,2015-01-11,18:27,2015-01-11,23:27,-9999,,,"over 1/2 of sky","Orion","","In a suburban area with a big tree and street lights near by.","United States - Michigan"
141491,GAN,84,45.8148,15.9935,118.36,2015-01-11,22:17,2015-01-11,21:17,-9999,,,"over 1/2 of sky","Orion","","","Croatia"
141492,GAN,85,35.9157,140.034,21.49,2015-01-12,18:07,2015-01-12,09:07,2,,,"1/4 of sky","Orion","","","Japan"
141493,GAN,87,35.8662,139.654,15.86,2015-01-12,19:09,2015-01-12,10:09,1,,,"clear","Orion","","","Japan"
141494,GAN,88,35.9344,139.433,32.82,2015-01-12,20:13,2015-01-12,11:13,1,,,"clear","Orion","","","Japan"
141495,GAN,90,35.7596,139.83,2.8,2015-01-12,20:14,2015-01-12,11:14,1,,,"1/4 of sky","Orion","","","Japan"
141496,GAN,91,35.1096,137.118,95.95,2015-01-12,20:26,2015-01-12,11:26,4,,,"clear","Orion","","","Japan"
141497,GAN,92,35.73,139.764,14.84,2015-01-12,20:27,2015-01-12,11:27,-9999,,,"clear","Orion","","","Japan"
141498,GAN,93,35.776,139.693,28.14,2015-01-12,20:29,2015-01-12,11:29,2,,,"1/4 of sky","Orion","","","Japan"
141499,GAN,94,35.6515,140.101,22.43,2015-01-12,20:28,2015-01-12,11:28,1,,,"clear","Orion","","","Japan"
141500,GAN,95,35.8949,139.728,5.84,2015-01-12,20:50,2015-01-12,11:50,3,,,"clear","Orion","","","Japan"
141501,GAN,96,22.6368,120.354,17.05,2015-01-12,19:52,2015-01-12,11:52,2,,,"clear","Orion","20","","Taiwan"
141502,GAN,97,35.7318,139.721,31.22,2015-01-12,21:15,2015-01-12,12:15,3,,,"clear","Orion","","","Japan"
141503,GAN,98,36.0022,140.152,23.68,2015-01-12,19:40,2015-01-12,10:40,4,,,"clear","Orion","","","Japan"
141504,GAN,99,36.0658,139.522,14.64,2015-01-12,21:23,2015-01-12,12:23,6,,,"1/2 of sky","Orion","","","Japan"
141505,GAN,100,35.9448,140.154,25.53,2015-01-12,21:10,2015-01-12,12:10,4,,,"clear","Orion","","","Japan"
141506,GAN,101,35.6853,140.008,12.83,2015-01-12,21:36,2015-01-12,12:36,3,,,"clear","Orion","","","Japan"
141507,GAN,103,35.6949,139.676,31.29,2015-01-12,22:03,2015-01-12,13:03,2,,,"clear","Orion","","","Japan"
141508,GAN,104,35.8668,139.98,23.74,2015-01-12,22:00,2015-01-12,13:00,2,,,"1/4 of sky","Orion","","","Japan"
141509,GAN,105,35.7981,139.466,77.92,2015-01-12,22:09,2015-01-12,13:09,3,,,"clear","Orion","","","Japan"
141510,GAN,106,34.6916,137.713,3.75,2015-01-12,22:30,2015-01-12,13:30,3,,,"clear","Orion","","","Japan"
141511,GAN,107,35.7124,139.638,49.03,2015-01-12,22:40,2015-01-12,13:40,2,,,"clear","Orion","","","Japan"
141512,GAN,109,35.6337,139.777,5.94,2015-01-12,22:49,2015-01-12,13:49,-9999,,,"clear","Orion","","","Japan"
141513,SQM,111,36.2048,138.253,986.92,2015-01-12,23:05,2015-01-12,14:05,1,7,2474,"1/4 of sky","Orion","","","Japan"
141514,GAN,112,35.7862,139.678,7.33,2015-01-12,23:13,2015-01-12,14:13,-9999,,,"1/4 of sky","Orion","","","Japan"
141515,GAN,113,38.8673,-99.2987,613.08,2015-01-11,22:12,2015-01-12,04:12,2,,,"1/4 of sky","Orion","","","United States - Kansas"
141516,GAN,114,35.1441,140.151,160.9,2015-01-11,21:46,2015-01-11,12:46,6,,,"clear","Orion","","","Japan"
141517,GAN,115,35.5551,139.713,7.51,2015-01-12,23:30,2015-01-12,14:30,4,,,"clear","Orion","","","Japan"
141518,GAN,116,35.9642,139.39,31.4,2015-01-12,23:59,2015-01-12,14:59,3,,,"clear","Orion","","","Japan"
141519,GAN,119,35.561,139.593,24.16,2015-01-13,23:49,2015-01-13,14:49,3,,,"1/4 of sky","Orion","","","Japan"
141520,GAN,120,34.7219,135.232,81.03,2015-01-11,23:00,2015-01-11,14:00,2,,,"clear","Orion","","","Japan"
141521,GAN,123,24.7918,120.994,76.91,2015-01-12,23:00,2015-01-12,15:00,-9999,,,"over 1/2 of sky","Orion","","","Taiwan"
141522,GAN,124,35.6987,139.826,8.63,2015-01-12,20:00,2015-01-12,11:00,2,,,"clear","Orion","","","Japan"
141523,GAN,125,45.8604,15.9795,273.54,2015-01-12,20:32,2015-01-12,19:32,3,,,"clear","Orion","","","Croatia"
141524,GAN,126,45.7854,16.0103,110.23,2015-01-12,21:17,2015-01-12,20:17,3,,,"clear","Orion","","Near the heating plant.","Croatia"
141525,GAN,127,45.7295,15.9044,121,2015-01-12,21:38,2015-01-12,20:38,4,,,"clear","Orion","","","Croatia"
141526,GAN,128,45.8099,15.9583,125.47,2015-01-12,21:52,2015-01-12,20:52,6,,,"clear","Orion","","","Croatia"
141527,GAN,129,43.2801,-8.32506,56.43,2015-01-12,21:49,2015-01-12,20:49,-9999,,,"over 1/2 of sky","Orion","It was too cloudy to can see anything, I could only see three stars.","Spain, Galicia, Corua, Cambre, Brexo-Lema, Roncesvalles.  Countryside, rural. It's not a problem light-pollution.","Spain"
141528,SQM,130,41.6792,-72.4133,202.71,2015-01-12,23:00,2015-01-13,04:00,5,19.08,3110,"clear","Orion","","","United States - Connecticut"
141529,GAN,133,45.8115,15.9988,119.73,2015-01-11,21:49,2015-01-11,20:49,-9999,,,"over 1/2 of sky","Orion","","","Croatia"
141530,SQM,134,38.4778,-86.0059,252.39,2015-01-11,21:35,2015-01-12,02:35,1,15.23,,"over 1/2 of sky","Orion","","","United States - Indiana"
141531,GAN,135,45.8084,15.9951,118.43,2015-01-12,19:30,2015-01-12,18:30,2,,,"1/4 of sky","Orion","","","Croatia"
141532,GAN,137,45.821,15.9793,141.97,2015-01-12,23:37,2015-01-12,22:37,1,,,"1/2 of sky","Orion","","","Croatia"
141533,GAN,138,45.8149,15.9937,118.68,2015-01-12,23:38,2015-01-12,22:38,1,,,"1/4 of sky","Orion","","","Croatia"
141534,GAN,139,35.4592,139.559,66,2015-01-12,19:00,2015-01-12,10:00,3,,,"clear","Orion","","","Japan"
141535,GAN,140,42.3205,-83.3099,191.88,2015-01-12,18:47,2015-01-12,23:47,1,,,"1/2 of sky","Orion","","","United States - Michigan"
141536,GAN,142,42.3275,-83.2956,189.81,2015-01-12,19:09,2015-01-13,00:09,-9999,,,"1/2 of sky","Orion","","suburban, snow cover, few streetlights","United States - Michigan"
141537,GAN,143,42.3188,-83.3067,191.6,2015-01-12,19:25,2015-01-13,00:25,2,,,"1/2 of sky","Orion","-Clouds: stratus, altrostratus, cumulonimbus  -Few stars visible to the naked eye","-Suburban Location  -Lamp post with light on in very close vicinity(front yard)  -Large trees in vicinity in all locations  -Outdoor lighting in very close vicinity(side of house)  -Dark backyard  -Snow cover  on ground  -few neighbors with outdoor lighting on  -cars in vicinity(front yard-parked on driveway)","United States - Michigan"
141538,GAN,145,42.3378,-83.2855,189.79,2015-01-12,19:17,2015-01-13,00:17,1,,,"1/4 of sky","Orion","stratocumulus clouds, some clouds, a couple stars, a plane passed by,","suburban, snow on the ground, tree nearby(about 20 feet away), pole nearby(about 5 feet away),","United States - Michigan"
141539,GAN,146,42.3204,-83.2932,189.85,2015-01-12,19:32,2015-01-13,00:32,-9999,,,"1/2 of sky","Orion","Altostratus clouds  No stars/constellations seen","Suburban  Backyard of house  South of Crestwood High School  Illumination of light from hallways/outdoor lighting of highschool","United States - Michigan"
141540,GAN,147,42.3204,-83.2932,189.85,2015-01-12,19:34,2015-01-13,00:34,-9999,,,"1/2 of sky","Orion","Altostratus clouds visible  No stars/constellations seen","Suburban  Frontyard of home  Illumination of light from outdoor and indoor lighting of houses lining streets next to and across from house","United States - Michigan"
141541,SQM,148,42.3382,-83.3089,191.63,2015-01-12,19:45,2015-01-13,00:45,3,14.23,,"1/2 of sky","Orion","Stratocumulus, wind direction- NNW","Suburban, light source on, no trees nearby","United States - Michigan"
141542,GAN,149,42.3204,-83.2937,190.16,2015-01-12,19:36,2015-01-13,00:36,-9999,,,"1/2 of sky","Orion","Altostratus clouds visible  No stars/constellations seen","Suburban  Frontyard of house  Illumination of light from outdoor and indoor lighting of houses along and across the street  Large tree in front of house along street","United States - Michigan"
141543,GAN,150,42.325,-83.2827,189.96,2015-01-12,19:52,2015-01-13,00:52,1,,,"1/4 of sky","Orion","Partly cloudy","suburban area, snow layer, around trees, light post.","United States - Michigan"
141544,SQM,151,42.3214,-83.3064,192.15,2015-01-12,19:30,2015-01-13,00:30,2,16.44,,"1/2 of sky","Orion","Cirrus clouds in the sky.","Suburban area. Lamposts on. Drivewsy of house. Few tall trees.","United States - Michigan"
141545,SQM,152,42.3147,-83.292,190.1,2015-01-12,20:06,2015-01-13,01:06,3,17.14,,"clear","Orion","Clear sky stars not distinguishable","Backyard, snowfall, clear sky, big tree, one porch light","United States - Michigan"
141546,SQM,153,42.3148,-83.2919,190.14,2015-01-12,20:09,2015-01-13,01:09,3,16.93,,"clear","Orion","Clear","Side if the house, one tree, snowfall, and no lights.","United States - Michigan"
141547,SQM,154,42.3147,-83.2917,190.09,2015-01-12,20:15,2015-01-13,01:15,3,16.97,,"clear","Orion","Clear","Light post, tree, front lawn, snowfall.","United States - Michigan"
141548,SQM,155,42.3167,-83.3091,191.7,2015-01-12,20:19,2015-01-13,01:19,2,17.27,7019,"clear","Orion","No clouds. Darker than usual. Around 10 stars visible from my location.","Suburban. Around 4 inches of snow. Large tree in vicinity. 15 street lights on.","United States - Michigan"
141549,GAN,156,42.3226,-83.3096,191.35,2015-01-12,20:25,2015-01-13,01:25,2,,,"1/4 of sky","Orion","The sky was about 1/4 filled with clouds. The wind direction was NNW with a speed of 4 miles per hour.","Suburban area ,covered in snow, many tall trees around but not a lot of lights around so it's a relatively dark street.","United States - Michigan"
141550,GAN,163,42.3074,-83.2861,189.68,2015-01-12,20:49,2015-01-13,01:49,3,,,"over 1/2 of sky","Orion","Areas of clouds clumped that Connor be seen through. Then a dispersal and soreading of the clouds to allow some stars to be seen.","Suburban area with some porch lights and street lights everywhere. Snow covers most of the ground.","United States - Michigan"
141551,SQM,164,42.3298,-83.2709,187.68,2015-01-12,20:36,2015-01-13,01:36,2,14.63,,"1/2 of sky","Orion","Partly cloudy with some very light beginnings of snow.","suburban","United States - Michigan"
141552,GAN,165,42.334,-83.3039,190.39,2015-01-12,20:59,2015-01-13,01:59,-9999,,,"1/2 of sky","Orion","","","United States - Michigan"
141553,GAN,166,42.3428,-83.2729,184.51,2015-01-12,19:47,2015-01-13,00:47,2,,,"1/4 of sky","Orion","Nimbostratus clouds, wind blowing NNW","Suburban, surface was snow, 1 porch light, 1 streetlight, 1/4 of the sky had nimbostratus clouds","United States - Michigan"
141554,SQM,167,42.3501,-83.2827,187.33,2015-01-12,21:13,2015-01-13,02:13,1,12.25,12.1,"1/4 of sky","Orion","Cumulonimbus","Suburban, about 4 street lights","United States - Michigan"
141555,GAN,168,42.3411,-83.2747,189.65,2015-01-11,19:11,2015-01-12,00:11,-9999,,,"clear","Orion","No clouds were visible, wind blowing SSW","Suburban, surface is snow, 1 porch light, 1 street light","United States - Michigan"
141556,SQM,169,42.3501,-83.2827,187.33,2015-01-12,21:13,2015-01-13,02:13,1,18.61,19.7,"1/4 of sky","Orion","Cumulonimbus","Suburban, about 4 street lights","United States - Michigan"
141557,GAN,170,42.13,-83.1524,181.14,2015-01-12,21:25,2015-01-13,02:25,3,,,"1/2 of sky","Orion","Intermittent Clouds moving across the sky towards the East.","Suburban, some street lights.","United States - Michigan"
141558,GAN,171,42.3206,-83.31,191.81,2015-01-12,18:05,2015-01-12,23:05,1,,,"1/2 of sky","Orion","Many cumulomnibus clouds, stars could be seen, moon covered by clouds","Suburban, snow cover on ground, couple of trees, about 9 liget posts, 3 cars drove by","United States - Michigan"
141559,SQM,173,38.4778,-86.0059,252.39,2015-01-11,22:12,2015-01-12,03:12,2,15.28,,"over 1/2 of sky","Orion","","","United States - Indiana"
141560,SQM,174,38.4778,-86.0059,252.39,2015-01-12,21:36,2015-01-13,02:36,2,17.92,,"1/4 of sky","Orion","","","United States - Indiana"
141561,GAN,175,45.45,-73.75,26.95,2015-01-12,20:30,2015-01-13,01:30,3,,,"1/4 of sky","Orion","","","Canada"
141562,GAN,176,32.3161,-110.881,877.94,2015-01-12,21:04,2015-01-13,04:04,5,,,"1/4 of sky","Orion","BOGUS POINT. Just trying to trouble shoot.","","United States - Arizona"
141563,GAN,177,42.3305,-83.2873,188.5,2015-01-12,23:08,2015-01-13,04:08,4,,,"clear","Orion","Clear skies","Suburban area with lots of trees and street lights with Christmas light hung across the street, snowy surface","United States - Michigan"
141564,GAN,178,42.3173,-83.2951,190.13,2015-01-12,23:18,2015-01-13,04:18,1,,,"1/4 of sky","Orion","Darker sky with a few stratocumulus clouds; about 5 stars visible","Suburban area  Minimal porch lights on  Two trees 10-15 feet away","United States - Michigan"
141565,SQM,179,42.3156,-83.298,190.07,2015-01-12,20:27,2015-01-13,01:27,4,17.9,,"over 1/2 of sky","Orion","All white sky","Suburban, backyard, lights on, 6ft from the house, next to covered pool","United States - Michigan"
141566,SQM,180,42.3156,-83.298,190.07,2015-01-12,20:29,2015-01-13,01:29,3,17.32,,"over 1/2 of sky","Orion","All white sky","Suburban, front yard, 8ft from the house, porch lights on, a tree close by","United States - Michigan"
141567,SQM,181,42.3156,-83.298,190.07,2015-01-12,20:31,2015-01-13,01:31,4,17.96,,"over 1/2 of sky","Orion","All white sky","Suburban, on the sidewalk, 12 ft in front of the garage, cars close by","United States - Michigan"
141568,GAN,183,35.6037,139.79,0,2015-01-12,20:45,2015-01-12,11:45,3,,,"clear","Orion","","","Japan"
141569,SQM,184,42.328,-83.2941,190.16,2015-01-12,19:02,2015-01-13,00:02,-9999,12.85,,"1/2 of sky","Orion","Bright and very cloudy","Snow cover 1 inch rural huge trees many lamp posts","United States - Michigan"
141570,SQM,185,42.328,-83.2941,190.16,2015-01-13,20:36,2015-01-14,01:36,4,18.22,,"clear","Orion","No clouds, light cold winds, many stars","Large trees, 2 lamp posts, rural","United States - Michigan"
141571,SQM,186,42.3279,-83.2942,190.2,2015-01-11,20:13,2015-01-12,01:13,4,17.54,,"1/2 of sky","Orion","Bright and cloudy","Rural light snow a lamp post","United States - Michigan"
141572,SQM,187,42.3279,-83.2942,190.2,2015-01-12,18:02,2015-01-12,23:02,4,18.22,,"clear","Orion","Many visible stars, cold winds","One streetlight, 3 porch lights, rural, recently snowed","United States - Michigan"
141573,GAN,188,35.3192,139.547,14.78,2015-01-13,18:35,2015-01-13,09:35,3,,,"clear","Orion","A little bit Cludy","Highland in Kamakura city, Kanagawa Prefecture","Japan"
141574,GAN,189,35.8516,139.966,19.48,2015-01-13,19:25,2015-01-13,10:25,2,,,"clear","Orion","","","Japan"
141575,GAN,190,45.8124,15.9871,122.95,2015-01-11,22:17,2015-01-11,21:17,1,,,"1/4 of sky","Orion","","","Croatia"
141576,GAN,191,45.8124,15.9871,122.95,2015-01-12,22:13,2015-01-12,21:13,1,,,"1/4 of sky","Orion","","","Croatia"
141577,GAN,192,43.4854,144.459,103.19,2015-01-13,20:23,2015-01-13,11:23,4,,,"clear","Orion","","","Japan"
141578,GAN,193,22.6367,120.354,17.02,2015-01-13,19:48,2015-01-13,11:48,2,,,"over 1/2 of sky","Orion","","","Taiwan"
141579,GAN,194,35.7328,139.964,20.34,2015-01-13,20:59,2015-01-13,11:59,-9999,,,"clear","Orion","","","Japan"
141580,GAN,195,43.5559,144.507,543.31,2015-01-13,21:10,2015-01-13,12:10,5,,,"1/4 of sky","Orion","","","Japan"
141581,GAN,196,33.5588,133.531,9.63,2015-01-13,21:14,2015-01-13,12:14,4,,,"clear","Orion","","","Japan"
141582,GAN,197,45.8178,16.0067,122.54,2015-01-11,22:02,2015-01-11,21:02,-9999,,,"over 1/2 of sky","Orion","","urban location","Croatia"
141583,GAN,198,35.3041,139.857,17.31,2015-01-13,21:26,2015-01-13,12:26,4,,,"clear","Orion","","","Japan"
141584,GAN,199,35.2289,136.845,0.22,2015-01-13,19:18,2015-01-13,10:18,4,,,"clear","Orion","","","Japan"
141585,GAN,200,35.1884,136.853,3.76,2015-01-12,20:10,2015-01-12,11:10,3,,,"1/4 of sky","Orion","","","Japan"
141586,SQM,201,37.3354,137.137,194.21,2015-01-13,21:52,2015-01-13,12:52,5,21.16,,"clear","Orion","","","Japan"
141587,GAN,202,-37.7636,145.178,77.92,2015-01-12,20:00,2015-01-12,09:00,3,,,"1/2 of sky","Orion","","Suburban","Australia"
141588,GAN,203,35.7874,139.904,8.47,2015-01-13,22:05,2015-01-13,13:05,3,,,"clear","Orion","","","Japan"
