ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
51090,GAN,14,-37.8816,145.184,76.59,2011-02-21,23:41,2011-02-21,12:41,3,,,"over 1/2 of sky","Orion","Eastern and southern area of sky 100% covered in thick cloud. North and west has patchy cloud - area without cloud (including Orion), is very hazy. Orion situated in the north, north west direction - away from street light. High in the sky. Lack f visibility is due to haze.","Surburban. Street lights every fifth house or so. Street light outside of house is visible from area of sky viewing. Neighbours have only small porchlights. Unobstructed view of the east and south. North and west has trees and houses blocking the horizon.","Australia"
51091,GAN,15,4.77047,100.936,41.65,2011-02-21,22:13,2011-02-21,14:13,4,,,"1/4 of sky","Orion","","suburban","Malaysia"
51092,GAN,16,14.6283,121.039,32.55,2011-02-21,22:00,2011-02-21,14:00,3,,,"clear","Orion","","urban","Philippines"
51093,GAN,17,37.254,55.167,40,2011-02-21,19:30,2011-02-21,16:00,4,,,"clear","Orion","","","Iran"
51094,GAN,18,28.6579,77.3652,203.64,2011-02-21,20:54,2011-02-21,15:24,3,,,"clear","Orion","Sky was good, atmosphere was stable. I could see two stars of sword of Orion.","Urban Location, staying at the top floor (4th floor) of the building, observed from terrace.","India"
51095,GAN,19,22.3436,73.1894,38.23,2011-02-21,21:32,2011-02-21,16:02,4,,,"clear","Orion","The sky was clear.","The location is a Suburban area of city Vadodara in Gujarat state of India. The terrace is suffered with distant street lights - 15 around the observation location.","India"
51098,GAN,22,22.333,73.1947,37.51,2011-02-21,20:30,2011-02-21,15:00,4,,,"clear","Orion","","","India"
51099,GAN,23,6.9155,79.8751,13,2011-02-21,22:41,2011-02-21,17:11,-9999,,,"over 1/2 of sky","Orion","Cloudy all over","Urban.  Two street lights  Traffic lighs","Sri Lanka"
51100,GAN,24,60.1838,24.7809,10.61,2011-02-21,19:25,2011-02-21,17:25,3,,,"1/4 of sky","Orion","","Urban location, snow cover 100%. 3 streetlights & 5 porchlights in vicinity (100 m).","Finland"
51101,GAN,25,49.7335,17.7949,539.85,2011-02-21,18:51,2011-02-21,17:51,1,,,"1/2 of sky","Orion"," of the sky","","Czech Republic"
51102,GAN,26,24.8934,67.0281,18.39,2011-02-21,22:47,2011-02-21,17:47,4,,,"clear","Orion","Sky was very transparent and clear...There were no clouds..","I live in the center of Karachi...There are less number of street lights in my area..","Pakistan"
51103,GAN,27,49.8235,17.7708,489.33,2011-02-21,19:05,2011-02-21,18:05,-9999,,,"1/2 of sky","Orion","","","Czech Republic"
51104,GAN,28,17.385,78.4867,504.88,2011-02-21,23:06,2011-02-21,17:36,2,,,"clear","Orion","Sky glow, and artificial light haze.","Urban","India"
51105,GAN,29,43.2167,27.9167,53.84,2011-02-21,20:06,2011-02-21,18:06,-9999,,,"over 1/2 of sky","Orion","","urban, 4 streetlights","Bulgaria"
51106,GAN,32,49.7776,17.7575,486.89,2011-02-21,19:15,2011-02-21,18:15,-9999,,,"over 1/2 of sky","Orion","","","Czech Republic"
51107,GAN,33,41.9311,25.5489,187.83,2011-02-21,20:06,2011-02-21,18:06,-9999,,,"over 1/2 of sky","Orion","Haskovo claudy and cold.","urban location,Number of streetlights-3","Bulgaria"
51108,GAN,34,50.7815,7.23975,65.84,2011-02-21,19:44,2011-02-21,18:44,2,,,"1/2 of sky","Orion","","","Germany"
51109,GAN,35,49.7109,17.8001,487.26,2011-02-21,19:14,2011-02-21,18:14,-9999,,,"over 1/2 of sky","Orion","More than 1/2 of the sky.It is very cold and overcast.Cloud was a big.","","Czech Republic"
51110,GAN,36,41.9215,25.5568,238.98,2011-02-21,20:22,2011-02-21,18:22,-9999,,,"over 1/2 of sky","Orion","   ."," ,  .  .","Bulgaria"
51111,GAN,37,-26.1131,27.9026,1562.37,2011-02-21,19:26,2011-02-21,17:26,-9999,,,"over 1/2 of sky","Orion","cloudy sky","","South Africa"
51112,GAN,38,49.7757,17.7533,470.47,2011-02-21,20:11,2011-02-21,19:11,-9999,,,"over 1/2 of sky","Orion","","","Czech Republic"
51113,GAN,39,28.6877,77.1666,218.49,2011-02-22,21:39,2011-02-22,16:09,1,,,"1/4 of sky","Orion","","Urban  street light:2  no other light source  in vicinity:trees, buildings","India"
51114,GAN,40,48.31,11.8958,458.75,2011-02-21,20:24,2011-02-21,19:24,-9999,,,"over 1/2 of sky","Orion","","","Germany"
51115,GAN,41,55.9938,-2.51892,18.51,2011-02-21,19:32,2011-02-21,19:32,5,,,"clear","Orion","Haze, looking over brightest part of sky, Low in south.","Snow cover, neigbours light shining into eye.","United Kingdom"
51116,GAN,42,40.6042,-3.71429,734.68,2011-02-21,20:27,2011-02-21,19:27,3,,,"1/2 of sky","Orion","clouds","suburban location.","Spain"
51117,GAN,43,24.9216,67.0259,34.54,2011-02-21,21:30,2011-02-21,16:30,4,,,"clear","Orion","Sky was clearer tonight than most other nights. Transparency was 7 on a scale of 1-10 (10 being best). Not a lot of general haze either. However there were light domes in all directions washing out sky near the horizon completely. Usually the LMag is hovering around 3 but it was 1 mag better today.","Semi-Urban location, with a market-place about a km away, washing out much of the southern and western horizon. But no streetlights affecting my observation place.","Pakistan"
51118,SQM,44,52.0287,8.36865,106.77,2011-02-21,20:10,2011-02-21,19:10,5,20.02,4783,"clear","Orion","A light dome from a city in the east.  Slight haze.","rural","Germany"
51119,GAN,45,32.857,51.5593,1593.86,2011-02-21,23:27,2011-02-21,19:57,4,,,"clear","Orion","clear","","Iran"
51120,SQM,46,51.9647,7.6285,60.91,2011-02-21,20:51,2011-02-21,19:51,3,19.5,,"clear","Orion","Haze","rural city","Germany"
51121,GAN,47,49.8712,12.3348,491.88,2011-02-21,21:52,2011-02-21,20:52,4,,,"clear","Orion","","","Germany"
51122,GAN,48,53.7487,-6.69922,69.38,2011-02-21,20:55,2011-02-21,20:55,-9999,,,"over 1/2 of sky","Orion","Clouds","Suburban. Lots of street lights in this area but not as much as main city.","Ireland"
51123,GAN,49,50.7686,7.19877,74.73,2011-02-21,21:55,2011-02-21,20:55,-9999,,,"over 1/2 of sky","Orion","Very Cloudy. You couldnt see anything.!","","Germany"
51124,GAN,50,47.9349,21.7518,116.26,2011-02-21,21:30,2011-02-21,20:30,2,,,"clear","Orion","No clouds, but the sky is a somewhat hazy.","My location is suburban.  No snow  Number of streetlights 6 in the vicinity.","Hungary"
51125,GAN,51,53.1242,18.0531,44.19,2011-02-21,22:17,2011-02-21,21:17,2,,,"clear","Orion","","","Poland"
51126,GAN,52,45.7593,0.515481,264.52,2011-02-21,22:28,2011-02-21,21:28,-9999,,,"over 1/2 of sky","Orion","Raining!","","France"
51127,GAN,53,50.9243,7.09446,56.78,2011-02-21,22:28,2011-02-21,21:28,3,,,"1/4 of sky","Orion","haze coming from south  light dome from the airport of cologne south-east","","Germany"
51128,GAN,54,53.1225,17.9559,67.42,2011-02-21,22:05,2011-02-21,21:05,4,,,"clear","Orion","'small' kind of scintillation - I am not expert ;)","development of single-family homes; I was behind my house (in the garden), so I coudn't see streetlights (but they were near).","Poland"
51129,GAN,55,49.977,-98.1851,254,2011-02-21,21:17,2011-02-22,03:17,5,,,"clear","Orion","faint sky glow to east, and defined sky glow to west  No clouds  heat distortion from nearby traailer visible","Suburban, snow covered, 3 street lights (2 yellow light, 1 blue-light), 2 small porch lights. Trailer houses on all sides. No trees","Canada"
51130,GAN,56,31.6101,-8.03061,465.93,2011-02-21,22:45,2011-02-21,22:45,5,,,"clear","Orion","Sky is Clear there is now Cloud orbcuring the view","There is an Airport near at 3km  So many light around","Morocco"
51131,GAN,57,50.7057,7.10959,63.91,2011-02-21,22:50,2011-02-21,21:50,3,,,"1/4 of sky","Orion","","3 streetlights in 100m distance","Germany"
51132,GAN,58,18.367,-65.7253,30.02,2011-02-21,19:29,2011-02-21,23:29,-9999,,,"over 1/2 of sky","Orion","Sky glow from the north-west","Rural   Cloudy night. The clouds cover more than 60% of the sky.","Puerto Rico"
51133,GAN,59,42.9165,-77.5034,284.87,2011-02-21,18:36,2011-02-21,23:36,-9999,,,"over 1/2 of sky","Orion","Completely clouded over, no stars in sight.","rural","United States - New York"
51134,GAN,60,38.8723,-77.4148,111.19,2011-02-21,18:46,2011-02-21,23:46,3,,,"over 1/2 of sky","Orion","","","United States - Virginia"
51135,GAN,61,38.8723,-77.4143,110.85,2011-02-21,18:51,2011-02-21,23:51,3,,,"over 1/2 of sky","Orion","My location seems to be between the Mag 3 and Mag 4 shown above.","","United States - Virginia"
51136,GAN,62,35.5647,-77.3688,20.79,2011-02-21,18:50,2011-02-21,23:50,3,,,"1/4 of sky","Orion","","suburban, few streetlights,","United States - North Carolina"
51137,GAN,63,33.1477,-107.234,1333.82,2011-02-21,18:55,2011-02-22,01:55,4,,,"clear","Orion","clear but hard to see because of the street lights","","United States - New Mexico"
51138,GAN,64,9.0125,-79.5033,17.96,2011-02-21,19:04,2011-02-22,00:04,3,,,"clear","Orion","clear","urban location","Panama"
51139,GAN,65,43.5442,-72.2364,366.96,2011-02-21,19:10,2011-02-22,00:10,3,,,"clear","Orion","no haze or clouds, dark sky with not much glow or light, moon not visible from location","rural new hampshire, complete snow cover, no street lights, two porchlights nearby, my house with trees behind and field in front, one neighbors house visible w/one porch light on.","United States - New Hampshire"
51140,GAN,66,4.70401,-74.0574,2554.67,2011-02-21,19:03,2011-02-22,00:03,3,,,"1/4 of sky","Orion","Few clouds .   Those nights before were cloudy","Bogot,Colombia  4 4215"" N  -74 03` 25""  Inside Car Parking in a bulding  Almost no lights .  Barrio El Batan","Colombia"
51141,GAN,67,35.5659,-77.3926,21.59,2011-02-21,19:26,2011-02-22,00:26,1,,,"1/2 of sky","Orion","gloomy cirrus clouds","Pine trees in yard ,1 mile from walmart 4 street lights, Urban","United States - North Carolina"
51142,GAN,68,41.2843,-82.1952,241.67,2011-02-21,19:21,2011-02-22,00:21,6,,,"clear","Orion","Skyglow, light dome in all directions probably extends 20-25 degrees above horizon.","Urban Location, downtown Oberlin, Ohio at Peters Hall, Oberlin College Observatory, Observation Deck.  Too many streetlights, porchlights, etc to count.","United States - Ohio"
51143,GAN,69,41.3946,-82.2141,217.88,2011-02-21,18:36,2011-02-21,23:36,4,,,"clear","Orion","Sky glow Light dome all around extending upward about 35-40 degrees above all horizons.","Urban Location of John O'Neal's Good Night Observatory.  Numerous porch lights, 4 merc vapor lights, auto dealership 1,000 yards south.  Trees all around and my house blocking the north.","United States - Ohio"
51144,GAN,70,28.8083,-81.684,30.03,2011-02-21,19:24,2011-02-22,00:24,3,,,"clear","Orion","No clouds, and no distinguishable sky glow. No haze.","Suburban location, no snow cover, three visible light sources in vicinity. No trees or structures impairing view, although several in vicinity of observation point.","United States - Florida"
51145,GAN,71,41.2952,-82.1528,232.44,2011-02-21,19:55,2011-02-22,00:55,6,,,"clear","Orion","Sky Glow Light Domes from surrounding cities extends 10-15 degrees up from all horizons. Perhaps as high as 20 degrees in direction of Elyria, Lagrange andO berlin.","Suburban site, Black River Astronomical Society Observatory, No lights visible at all.","United States - Ohio"
51146,GAN,72,45.6,-73.45,14.87,2011-02-21,20:00,2011-02-22,01:00,3,,,"1/4 of sky","Orion","","","Canada"
51147,GAN,73,40.7833,-73.9077,7.02,2011-02-21,20:03,2011-02-22,01:03,3,,,"over 1/2 of sky","Orion","cloudy","","United States - New York"
51148,GAN,74,15.7835,-90.2308,373.28,2011-02-21,19:03,2011-02-22,01:03,3,,,"1/4 of sky","Orion","it was more or less clear","urban location the city","Guatemala"
51149,GAN,75,13.5317,-87.5396,46.9,2011-02-21,19:13,2011-02-22,01:13,3,,,"1/2 of sky","Orion","","","Honduras"
51150,GAN,76,40.773,-73.9583,15.78,2011-02-21,20:16,2011-02-22,01:16,-9999,,,"clear","Orion","The sky was very bright.","There were street lights, trees, and buildings","United States - New York"
51151,GAN,77,35.6127,-77.3664,17.5,2011-02-21,20:17,2011-02-22,01:17,2,,,"clear","Orion","The sky was clear to my eyes.","We live in a suburb. There are a couple of streetlights and and there are trees around.","United States - North Carolina"
51152,GAN,78,30.0851,-95.6938,70.12,2011-02-21,19:21,2011-02-22,01:21,3,,,"over 1/2 of sky","Orion","Lights in the distance. Cloudy.","Suburban, streetlights 21, tall trees.","United States - Texas"
51153,GAN,80,8.99445,-79.5377,35.11,2011-02-21,20:00,2011-02-22,01:00,4,,,"clear","Orion","sky clear","there are 3 street light witin 50 mts. that are shielded from my view","Panama"
51154,GAN,81,40.6715,-74.1139,12.78,2011-02-21,20:13,2011-02-22,01:13,-9999,,,"over 1/2 of sky","Orion","All sky cover: overcast","Urban,snow cover light, facing SW, several porch lights","United States - New Jersey"
51155,GAN,82,38.4844,-81.3644,227.29,2011-02-21,20:38,2011-02-22,01:38,-9999,,,"over 1/2 of sky","Orion","overcast","delford c","United States - West Virginia"
51156,GAN,83,43.5416,-72.1302,383.11,2011-02-21,20:35,2011-02-22,01:35,3,,,"clear","Orion","did not see clouds  no sky glow","Woods, rural  one outside light  surrounded by trees","United States - New Hampshire"
51157,GAN,84,35.1134,-80.8709,171.89,2011-02-21,20:40,2011-02-22,01:40,3,,,"clear","Orion","I was able to see Orions belt and some other stars that make up the constelation. Tonight is actually a pretty clear night to spot some stars for being in the city.","","United States - North Carolina"
51158,GAN,85,32.0864,-96.4633,126.58,2011-02-21,19:27,2011-02-22,01:27,5,,,"clear","Orion","","","United States - Texas"
51159,GAN,86,40.7643,-73.8929,10.85,2011-02-21,20:12,2011-02-22,01:12,-9999,,,"over 1/2 of sky","Orion","whole sky clouded. You can't even see the moon","","United States - New York"
51160,GAN,87,32.75,-96.5606,136.34,2011-02-21,19:44,2011-02-22,01:44,2,,,"1/4 of sky","Orion","Hazy.","Neighborhood, lights nearby, not too close though.","United States - Texas"
51161,GAN,88,35.4397,-77.473,12.02,2011-02-21,20:49,2011-02-22,01:49,3,,,"1/4 of sky","Orion","High thin clouds and hazy","Rural area with three widely spaced houses with security lights on the street.","United States - North Carolina"
51162,GAN,89,40.7774,-73.9191,13.15,2011-02-21,20:40,2011-02-22,01:40,-9999,,,"over 1/2 of sky","Orion","Cloudy","","United States - New York"
51163,GAN,90,-34.6233,-58.4072,35.13,2011-02-21,22:45,2011-02-22,01:45,3,,,"1/4 of sky","Orion","Not a 1/4 of sky cloudy, but almost. Big clouds to the North-NW, but below Orion. Glowing sky, not black, but hard blue. Some wind from the East.","Urban location. Viewing from a window in a bulding (6th floor). In front there is another building with some departments with lights on.","Argentina"
51164,GAN,91,32.7415,-96.5482,134.74,2011-02-21,19:49,2011-02-22,01:49,3,,,"1/2 of sky","Orion","Clouds","Suburban neighborhood alley.","United States - Texas"
51165,GAN,92,4.72222,-74.04,2557,2011-02-21,20:50,2011-02-22,01:50,3,,,"over 1/2 of sky","Orion","","","Colombia"
51166,GAN,93,35.6206,-77.4187,19.9,2011-02-21,20:56,2011-02-22,01:56,2,,,"clear","Orion","","Apartment complex, huge light on other side of fence lights up my back porch.","United States - North Carolina"
51167,GAN,94,28.5195,-99.8728,193,2011-02-21,19:54,2011-02-22,01:54,5,,,"clear","Orion","mostly clear, just a very small amount of haze.","st. light within 50 meters, next closest light approx. 200m.","United States - Texas"
51168,GAN,95,32.4264,-81.7798,70.39,2011-02-21,20:34,2011-02-22,01:34,4,,,"clear","Orion","","campus light pollution.","United States - Georgia"
51169,GAN,96,27.7778,-82.7818,0.2,2011-02-21,20:39,2011-02-22,01:39,4,,,"clear","Orion","moonless and clear....","Gulf Beach one light buoy, several houses - streetlights one block away.","United States - Florida"
51170,GAN,97,40.7833,-73.9077,7.02,2011-02-22,00:00,2011-02-22,05:00,-9999,,,"over 1/2 of sky","Orion","I live here in Astoria and i went outside at eight o'clock at night to find orion but today it was snowing so it was cloudy and you couldn't see orion","I didn't find it interesting or fun because i am mad because it snowed and I couldn't find orion because it was cloudy","United States - New York"
51171,GAN,98,32.4115,-111.01,824.92,2011-02-21,19:00,2011-02-22,02:00,3,,,"1/2 of sky","Orion","Thick clouds in the West, starts to thin out in the south","suburban, no street lights only porch lights","United States - Arizona"
51172,GAN,99,32.1756,-110.916,781.18,2011-02-21,19:00,2011-02-22,02:00,2,,,"1/4 of sky","Orion","It Was difficult to see with the clouds.","","United States - Arizona"
51173,GAN,100,41.1182,-73.9554,53.71,2011-02-21,21:14,2011-02-22,02:14,-9999,,,"clear","Orion","","","United States - New York"
51174,GAN,101,32.157,-110.948,771.1,2011-02-21,19:15,2011-02-22,02:15,2,,,"1/4 of sky","Orion","","","United States - Arizona"
51175,GAN,102,41.5301,-87.2848,195.92,2011-02-21,20:14,2011-02-22,02:14,-9999,,,"over 1/2 of sky","Orion","Fully cloud obscured. No visible heavenly bodies. Sky glow strongly from the south, coming from the business corridor along U.S. Route 30, Merrillville, Indiana","In Northwestern Indiana, urban location comprised of communities that make up the far southeastern sprawl that is Chicago. Two miles south of the Lake Michigan shoreline.","United States - Indiana"
51176,GAN,103,31.8776,-110.718,1492.59,2011-02-21,19:19,2011-02-22,02:19,2,,,"1/4 of sky","Orion","","","United States - Arizona"
51178,GAN,105,31.8546,-110.976,870.21,2011-02-21,19:24,2011-02-22,02:24,4,,,"clear","Orion","just a clear night","we  a big water park across from us and everyone has there street lights on","United States - Arizona"
51179,GAN,106,35.1349,-106.549,1664.36,2011-02-21,19:18,2011-02-22,02:18,4,,,"clear","Orion","Visibility good above 30 degrees to the north and south, 20 degrees to the east, but sky glow greatly reduces visibility to the west.","Urban and one street parallel to a major street.  Businesses and churches have a lot of bright lights glowing.","United States - New Mexico"
51181,GAN,108,14.6148,-90.5311,1531.82,2011-02-21,20:28,2011-02-22,02:28,3,,,"1/4 of sky","Orion","","","Guatemala"
51182,GAN,109,29.9229,-90.0909,1.61,2011-02-21,20:22,2011-02-22,02:22,3,,,"1/2 of sky","Orion","Fast eastward moving clouds with very faint stars directly surrounding orion belt","Urban, with three streetlights, porch lights and a three story apt complex on the east side of my north_south street. Also have a two story apt. Complex directly underneath  orions right foot.","United States - Louisiana"
51183,GAN,110,29.9229,-90.0909,1.61,2011-02-21,20:22,2011-02-22,02:22,3,,,"1/2 of sky","Orion","Fast eastward moving clouds with very faint stars directly surrounding orion belt","Urban, with three streetlights, porch lights and a three story apt complex on the east side of my north_south street. Also have a two story apt. Complex directly underneath  orions right foot.","United States - Louisiana"
51184,GAN,113,14.6167,-90.5071,1497.22,2011-02-21,20:39,2011-02-22,02:39,3,,,"1/4 of sky","Orion","","Urban, some streetlights, many trees, almost none vehicles.","Guatemala"
51185,GAN,114,48.3573,-104.757,609.16,2011-02-21,21:00,2011-02-22,04:00,-9999,,,"over 1/2 of sky","Orion","","","United States - Montana"
51186,GAN,115,39.1155,-104.92,2217.85,2011-02-21,19:39,2011-02-22,02:39,4,,,"clear","Orion","","Small mountain town with a few trees that do not block the view of the sky. There is no snow today and there is one bright street light and two or three porch lights.","United States - Colorado"
51187,GAN,116,8.80908,-82.6202,1577.3,2011-02-21,21:49,2011-02-22,02:49,5,,,"clear","Orion","clear","Dark sky, no clouds, but not all the stars, mayne its my eyes.","Panama"
51188,GAN,117,32.2386,-110.879,762.86,2011-02-21,19:50,2011-02-22,02:50,4,,,"clear","Orion","the sky was clear and a deep saphire blue, you can see many stars, even in the middle of town, and in the surrounding mountains the sky is even brighter with stars.","Tucson, Az is where Kitt Peak observatory is, and so for that sake the city has very little light pollution at night.","United States - Arizona"
51189,GAN,118,43.6952,-79.3196,120.84,2011-02-21,21:49,2011-02-22,02:49,1,,,"over 1/2 of sky","Orion","low clouds, covering some 80 to 90% of the sky.","urban, relatively dark backyard, with some street lights on sight, some trees around.","Canada"
51190,GAN,120,43.4992,-72.1041,342.54,2011-02-21,21:40,2011-02-22,02:40,4,,,"clear","Orion","","Rural. There is snow. No streetlights. No vending machines. Several trees.","United States - New Hampshire"
51191,GAN,121,41.3625,-73.9661,49.49,2011-02-21,21:56,2011-02-22,02:56,-9999,,,"over 1/2 of sky","Orion","Cloud cover, skyglow in vicinity","suburban, few streetlights and porch lights, trees and structures in vicinity.","United States - New York"
51192,GAN,122,32.4262,-81.7792,68.91,2011-02-21,20:35,2011-02-22,01:35,4,,,"1/4 of sky","Orion","Partly cloudy in beginning moving from ~West to East, then skies cleared.  The light pollution on campus from the ""glass old looking lamp posts"" and athletic fields lighting make it difficult to see any better.","Urban: On the campus of Georgia Southern University on our astronomy observing deck on top of the Math/Physics Bldg during astronomy lab.  Many street lights, glass globed lamp posts, and athletic fields lighting were below the observing wall, not in direct view.","United States - Georgia"
51193,GAN,123,38.5478,-121.476,8,2011-02-21,19:00,2011-02-22,03:00,3,,,"1/4 of sky","Orion","","streetlights, near a park and a major highway","United States - California"
51194,GAN,124,32.3104,-110.863,884.29,2011-02-21,20:02,2011-02-22,03:02,3,,,"clear","Orion","City lights to south","Suburban","United States - Arizona"
51195,GAN,125,32.4414,-81.7942,68.17,2011-02-21,21:30,2011-02-22,02:30,3,,,"clear","Orion","","","United States - Georgia"
51196,GAN,126,31.8901,-110.95,872.77,2011-02-21,20:05,2011-02-22,03:05,5,,,"clear","Orion","Mostly clear. No sky glow observed.","Rural, no street lights and only a few landscape lights. Interior lights from a few homes.","United States - Arizona"
51197,GAN,127,34.1654,-118.263,168.23,2011-02-21,19:01,2011-02-22,03:01,4,,,"clear","Orion","Nice clear night with moderately good seeing, but being within the light dome of Los Angeles really kills the sky. Carl Sagan might have said, ""Stars: Dozens and dozens of them.""","A couple porchlights nearby, but not enough to make it look different than I often see it from a few hundred yards away with less light immediately nearby.","United States - California"
51198,GAN,128,32.6097,-97.5377,232.19,2011-02-21,20:47,2011-02-22,02:47,5,,,"clear","Orion","The sky glowed like a pretty blue light in the night sky.","I can only see about 3 street lights over here where we are in benbrook,theres only 10 to 20 trees over here,there are also alot of porch lights on where we live,it was perfect weather to look at all of the constilations.","United States - Texas"
51199,GAN,129,44.0206,-123.08,136.18,2011-02-21,19:04,2011-02-22,03:04,3,,,"1/4 of sky","Orion","Thin high clouds, not really 1/4 of the sky, more like 1/8th.  Sky glow to the north and west.","neighborhood to the southeast of downtown. 3 porch lights and one streetlight, Parking lot lights for businesses to the west.","United States - Oregon"
51200,GAN,130,32.6097,-97.5377,232.19,2011-02-21,21:18,2011-02-22,03:18,3,,,"clear","Orion","The sky glowed like a pretty blue light in the night sky.","I can only see about 3 street lights over here where we are in benbrook,theres only 10 to 20 trees over here,there are also alot of porch lights on where we live,it was perfect weather to look at all of the constilations.","United States - Texas"
51201,GAN,131,38.8208,-102.352,1307.12,2011-02-21,20:17,2011-02-22,03:17,2,,,"clear","Orion","","","United States - Colorado"
51202,GAN,132,31.8214,-110.928,987.84,2011-02-21,20:18,2011-02-22,03:18,6,,,"clear","Orion","","","United States - Arizona"
51203,GAN,133,36.7477,-119.772,94.36,2011-02-21,19:26,2011-02-22,03:26,-9999,,,"over 1/2 of sky","Orion","Very cloudy...no stars visible.","Urban, lots of street lights and businesses nearby","United States - California"
51204,GAN,134,42.054,-87.7145,184.01,2011-02-21,21:26,2011-02-22,03:26,-9999,,,"over 1/2 of sky","Orion","There were no stars visible do to the complete cloud cover/ haze.","Suburban area.  4 street lights in the vicinity.  Many porch lights (about 15-20 in view from point of observation).  Light density of mature trees.  Mostly 2 story dwellings, with about 10-20 feet separation between each.","United States - Illinois"
51205,GAN,135,39.1114,-95.1002,276.04,2011-02-21,20:15,2011-02-22,02:15,4,,,"clear","Orion","beautiful clear night","On fairgrounds at edge of small town.  Walked away from a few street lights that were off to the west.","United States - Kansas"
51206,GAN,136,32.4019,-111.009,806.81,2011-02-21,20:32,2011-02-22,03:32,3,,,"clear","Orion","clear/cold","no street lights, no obstructions","United States - Arizona"
51207,GAN,137,39.2167,-95.1243,307.07,2011-02-21,20:35,2011-02-22,02:35,6,,,"clear","Orion","far off sky glow to the south","Rural location, no street lights","United States - Kansas"
51208,GAN,138,32.4217,-111.004,846.16,2011-02-21,20:35,2011-02-22,03:35,5,,,"clear","Orion","","Many of my neighbor's house lights were on at the time I observed.","United States - Arizona"
51209,GAN,139,32.3976,-110.998,789.84,2011-02-21,19:34,2011-02-22,02:34,4,,,"clear","Orion","The sky was easier for me to see today, than usual.","I consider our location suburban.","United States - Arizona"
51210,GAN,140,44.0799,-123.099,126.47,2011-02-21,19:31,2011-02-22,03:31,3,,,"1/2 of sky","Orion","Low clouds starting to move in, had been very clear all day until just after sunset, then clouds starting showing toward NW.  Didn't really move in until about 30 mins ago.  Could see lower half of Orion quite well, but Betelgeuse was in a cloud.  Forecast is for increasing clouds this evening then rain and snow next five days :(.","Urban residential neighborhood with many large trees, one streetlight in culdesac, small houses along road, several porch lights on but generally fairly dark  alth0ugh large shopping center 3/4 mile south but trees block a lot of its skyglow.","United States - Oregon"
51211,GAN,141,28.0582,-82.6881,3.2,2011-02-21,22:34,2011-02-22,03:34,4,,,"clear","Orion","Skyglow to the south, east and west.  Fourth star in Orion's Belt barely visible. Pleiades visible.","Suburban north of Clearwater, west of Tampa.Two streetlights within 40 meters.","United States - Florida"
51212,GAN,142,40.7719,-73.9306,6.56,2011-02-21,22:42,2011-02-22,03:42,-9999,,,"over 1/2 of sky","Orion","","This is cool.","United States - New York"
